linea,sentido,servicio,unidad,orden,estacion,dist_km,llegada_min,salida_min
L2,CC->CW,20069,SFE 9,3,Alborada,7.442,991.42,991.75
L2,CC->CW,20069,SFE 9,4,Costa Mar,8.339,993.33,993.75
L2,CC->CW,20069,SFE 9,5,El Parque,9.614,996.0,996.33
L2,CC->CW,20069,SFE 9,6,LOMAS COLORADAS,10.983,998.75,999.25
L2,CC->CW,20069,SFE 9,7,Card. Raúl Silva Henriquez,13.151,1001.83,1002.17
L2,CC->CW,20069,SFE 9,8,Hito Galvarino,18.048,1008.0,1008.33
L2,CC->CW,20069,SFE 9,9,Los Canelos,21.125,1012.0,1012.33
L2,CC->CW,20069,SFE 9,10,Huinca,22.524,1014.0,1014.33
L2,CC->CW,20069,SFE 9,11,Cristo Redentor,24.203,1016.33,1016.67
L2,CC->CW,20069,SFE 9,12,Laguna Quiñenco,26.302,1019.17,1019.5
L2,CC->CW,20069,SFE 9,13,CORONEL,28.4,1022.0,1022.0
L2,CC->CW,20071,SFE 5,0,CONCEPCIÓN,0.0,1000.0,1000.0
L2,CC->CW,20071,SFE 5,1,Juan Pablo II,3.838,1005.67,1006.17
L2,CC->CW,20071,SFE 5,2,Diagonal Bio Bio,5.569,1008.58,1008.92
L2,CC->CW,20071,SFE 5,3,Alborada,7.442,1011.42,1011.75
L2,CC->CW,20071,SFE 5,4,Costa Mar,8.339,1013.33,1013.75
L2,CC->CW,20071,SFE 5,5,El Parque,9.614,1016.0,1016.33
L2,CC->CW,20071,SFE 5,6,LOMAS COLORADAS,10.983,1018.75,1019.25
L2,CC->CW,20071,SFE 5,7,Card. Raúl Silva Henriquez,13.151,1021.83,1022.17
L2,CC->CW,20071,SFE 5,8,Hito Galvarino,18.048,1028.0,1028.33
L2,CC->CW,20071,SFE 5,9,Los Canelos,21.125,1032.0,1032.33
L2,CC->CW,20071,SFE 5,10,Huinca,22.524,1034.0,1034.33
L2,CC->CW,20071,SFE 5,11,Cristo Redentor,24.203,1036.33,1036.67
L2,CC->CW,20071,SFE 5,12,Laguna Quiñenco,26.302,1039.17,1039.5
L2,CC->CW,20071,SFE 5,13,CORONEL,28.4,1042.0,1042.0
L2,CC->CW,20073,SFE 1,0,CONCEPCIÓN,0.0,1015.0,1015.0
L2,CC->CW,20073,SFE 1,1,Juan Pablo II,3.838,1020.67,1021.17
L2,CC->CW,20073,SFE 1,2,Diagonal Bio Bio,5.569,1023.58,1023.92
L2,CC->CW,20073,SFE 1,3,Alborada,7.442,1026.42,1026.75
L2,CC->CW,20073,SFE 1,4,Costa Mar,8.339,1028.33,1028.75
L2,CC->CW,20073,SFE 1,5,El Parque,9.614,1031.0,1031.33
L2,CC->CW,20073,SFE 1,6,LOMAS COLORADAS,10.983,1033.75,1034.25
L2,CC->CW,20073,SFE 1,7,Card. Raúl Silva Henriquez,13.151,1036.83,1037.17
L2,CC->CW,20073,SFE 1,8,Hito Galvarino,18.048,1043.0,1043.33
L2,CC->CW,20073,SFE 1,9,Los Canelos,21.125,1047.0,1047.33
L2,CC->CW,20073,SFE 1,10,Huinca,22.524,1049.0,1049.33
L2,CC->CW,20073,SFE 1,11,Cristo Redentor,24.203,1051.33,1051.67
L2,CC->CW,20073,SFE 1,12,Laguna Quiñenco,26.302,1054.17,1054.5
L2,CC->CW,20073,SFE 1,13,CORONEL,28.4,1057.0,1057.0
L2,CC->CW,20075,SFE 7,0,CONCEPCIÓN,0.0,1032.0,1032.0
L2,CC->CW,20075,SFE 7,1,Juan Pablo II,3.838,1037.67,1038.17
L2,CC->CW,20075,SFE 7,2,Diagonal Bio Bio,5.569,1040.58,1040.92
L2,CC->CW,20075,SFE 7,3,Alborada,7.442,1043.42,1043.75
L2,CC->CW,20075,SFE 7,4,Costa Mar,8.339,1045.33,1045.75
L2,CC->CW,20075,SFE 7,5,El Parque,9.614,1048.0,1048.33
L2,CC->CW,20075,SFE 7,6,LOMAS COLORADAS,10.983,1050.75,1051.25
L2,CC->CW,20075,SFE 7,7,Card. Raúl Silva Henriquez,13.151,1053.83,1054.17
L2,CC->CW,20075,SFE 7,8,Hito Galvarino,18.048,1060.0,1060.33
L2,CC->CW,20075,SFE 7,9,Los Canelos,21.125,1064.0,1064.33
L2,CC->CW,20075,SFE 7,10,Huinca,22.524,1066.0,1066.33
L2,CC->CW,20075,SFE 7,11,Cristo Redentor,24.203,1068.33,1068.67
L2,CC->CW,20075,SFE 7,12,Laguna Quiñenco,26.302,1071.17,1071.5
L2,CC->CW,20075,SFE 7,13,CORONEL,28.4,1074.0,1074.0
L2,CC->CW,20077,SFE 4,0,CONCEPCIÓN,0.0,1044.0,1044.0
L2,CC->CW,20077,SFE 4,1,Juan Pablo II,3.838,1049.67,1050.17
L2,CC->CW,20077,SFE 4,2,Diagonal Bio Bio,5.569,1052.58,1052.92
L2,CC->CW,20077,SFE 4,3,Alborada,7.442,1055.42,1055.75
L2,CC->CW,20077,SFE 4,4,Costa Mar,8.339,1057.33,1057.75
L2,CC->CW,20077,SFE 4,5,El Parque,9.614,1060.0,1060.33
L2,CC->CW,20077,SFE 4,6,LOMAS COLORADAS,10.983,1062.75,1063.25
L2,CC->CW,20077,SFE 4,7,Card. Raúl Silva Henriquez,13.151,1065.83,1066.17
L2,CC->CW,20077,SFE 4,8,Hito Galvarino,18.048,1072.0,1072.33
L2,CC->CW,20077,SFE 4,9,Los Canelos,21.125,1076.0,1076.33
L2,CC->CW,20077,SFE 4,10,Huinca,22.524,1078.0,1078.33
L2,CC->CW,20077,SFE 4,11,Cristo Redentor,24.203,1080.33,1080.67
L2,CC->CW,20077,SFE 4,12,Laguna Quiñenco,26.302,1083.17,1083.5
L2,CC->CW,20077,SFE 4,13,CORONEL,28.4,1086.0,1086.0
L2,CC->CW,20079,SFE 8,0,CONCEPCIÓN,0.0,1056.0,1056.0
L2,CC->CW,20079,SFE 8,1,Juan Pablo II,3.838,1061.67,1062.17
L2,CC->CW,20079,SFE 8,2,Diagonal Bio Bio,5.569,1064.58,1064.92
L2,CC->CW,20079,SFE 8,3,Alborada,7.442,1067.42,1067.75
L2,CC->CW,20079,SFE 8,4,Costa Mar,8.339,1069.33,1069.75
L2,CC->CW,20079,SFE 8,5,El Parque,9.614,1072.0,1072.33
L2,CC->CW,20079,SFE 8,6,LOMAS COLORADAS,10.983,1074.75,1075.25
L2,CC->CW,20079,SFE 8,7,Card. Raúl Silva Henriquez,13.151,1077.83,1078.17
L2,CC->CW,20079,SFE 8,8,Hito Galvarino,18.048,1084.0,1084.33
L2,CC->CW,20079,SFE 8,9,Los Canelos,21.125,1088.0,1088.33
L2,CC->CW,20079,SFE 8,10,Huinca,22.524,1090.0,1090.33
L2,CC->CW,20079,SFE 8,11,Cristo Redentor,24.203,1092.33,1092.67
L2,CC->CW,20079,SFE 8,12,Laguna Quiñenco,26.302,1095.17,1095.5
L2,CC->CW,20079,SFE 8,13,CORONEL,28.4,1098.0,1098.0
L2,CC->CW,20083,SFE 3,0,CONCEPCIÓN,0.0,1068.0,1068.0
L2,CC->CW,20083,SFE 3,1,Juan Pablo II,3.838,1073.67,1074.17
L2,CC->CW,20083,SFE 3,2,Diagonal Bio Bio,5.569,1076.58,1076.92
L2,CC->CW,20083,SFE 3,3,Alborada,7.442,1079.42,1079.75
L2,CC->CW,20083,SFE 3,4,Costa Mar,8.339,1081.33,1081.75
L2,CC->CW,20083,SFE 3,5,El Parque,9.614,1084.0,1084.33
L2,CC->CW,20083,SFE 3,6,LOMAS COLORADAS,10.983,1086.75,1087.25
L2,CC->CW,20083,SFE 3,7,Card. Raúl Silva Henriquez,13.151,1089.83,1090.17
L2,CC->CW,20083,SFE 3,8,Hito Galvarino,18.048,1096.0,1096.33
L2,CC->CW,20083,SFE 3,9,Los Canelos,21.125,1100.0,1100.33
L2,CC->CW,20083,SFE 3,10,Huinca,22.524,1102.0,1102.33
L2,CC->CW,20083,SFE 3,11,Cristo Redentor,24.203,1104.33,1104.67
L2,CC->CW,20083,SFE 3,12,Laguna Quiñenco,26.302,1107.17,1107.5
L2,CC->CW,20083,SFE 3,13,CORONEL,28.4,1110.0,1110.0
L2,CC->CW,20085,SFE 9,0,CONCEPCIÓN,0.0,1080.0,1080.0
L2,CC->CW,20085,SFE 9,1,Juan Pablo II,3.838,1085.67,1086.17
L2,CC->CW,20085,SFE 9,2,Diagonal Bio Bio,5.569,1088.58,1088.92
L2,CC->CW,20085,SFE 9,3,Alborada,7.442,1091.42,1091.75
L2,CC->CW,20085,SFE 9,4,Costa Mar,8.339,1093.33,1093.75
L2,CC->CW,20085,SFE 9,5,El Parque,9.614,1096.0,1096.33
L2,CC->CW,20085,SFE 9,6,LOMAS COLORADAS,10.983,1098.75,1099.25
L2,CC->CW,20085,SFE 9,7,Card. Raúl Silva Henriquez,13.151,1101.83,1102.17
L2,CC->CW,20085,SFE 9,8,Hito Galvarino,18.048,1108.0,1108.33
L2,CC->CW,20085,SFE 9,9,Los Canelos,21.125,1112.0,1112.33
L2,CC->CW,20085,SFE 9,10,Huinca,22.524,1114.0,1114.33
L2,CC->CW,20085,SFE 9,11,Cristo Redentor,24.203,1116.33,1116.67
L2,CC->CW,20085,SFE 9,12,Laguna Quiñenco,26.302,1119.17,1119.5
L2,CC->CW,20085,SFE 9,13,CORONEL,28.4,1122.0,1122.0
L2,CC->CW,20087,SFE 2,0,CONCEPCIÓN,0.0,1092.0,1092.0
L2,CC->CW,20087,SFE 2,1,Juan Pablo II,3.838,1097.67,1098.17
L2,CC->CW,20087,SFE 2,2,Diagonal Bio Bio,5.569,1100.58,1100.92
L2,CC->CW,20087,SFE 2,3,Alborada,7.442,1103.42,1103.75
L2,CC->CW,20087,SFE 2,4,Costa Mar,8.339,1105.33,1105.75
L2,CC->CW,20087,SFE 2,5,El Parque,9.614,1108.0,1108.33
L2,CC->CW,20087,SFE 2,6,LOMAS COLORADAS,10.983,1110.75,1111.25
L2,CC->CW,20087,SFE 2,7,Card. Raúl Silva Henriquez,13.151,1113.83,1114.17
L2,CC->CW,20087,SFE 2,8,Hito Galvarino,18.048,1120.0,1120.33
L2,CC->CW,20087,SFE 2,9,Los Canelos,21.125,1124.0,1124.33
L2,CC->CW,20087,SFE 2,10,Huinca,22.524,1126.0,1126.33
L2,CC->CW,20087,SFE 2,11,Cristo Redentor,24.203,1128.33,1128.67
L2,CC->CW,20087,SFE 2,12,Laguna Quiñenco,26.302,1131.17,1131.5
L2,CC->CW,20087,SFE 2,13,CORONEL,28.4,1134.0,1134.0
L2,CC->CW,20089,SFE 5,0,CONCEPCIÓN,0.0,1104.0,1104.0
L2,CC->CW,20089,SFE 5,1,Juan Pablo II,3.838,1109.67,1110.17
L2,CC->CW,20089,SFE 5,2,Diagonal Bio Bio,5.569,1112.58,1112.92
L2,CC->CW,20089,SFE 5,3,Alborada,7.442,1115.42,1115.75
L2,CC->CW,20089,SFE 5,4,Costa Mar,8.339,1117.33,1117.75
L2,CC->CW,20089,SFE 5,5,El Parque,9.614,1120.0,1120.33
L2,CC->CW,20089,SFE 5,6,LOMAS COLORADAS,10.983,1122.75,1123.25
L2,CC->CW,20089,SFE 5,7,Card. Raúl Silva Henriquez,13.151,1125.83,1126.17
L2,CC->CW,20089,SFE 5,8,Hito Galvarino,18.048,1132.0,1132.33
L2,CC->CW,20089,SFE 5,9,Los Canelos,21.125,1136.0,1136.33
L2,CC->CW,20089,SFE 5,10,Huinca,22.524,1138.0,1138.33
L2,CC->CW,20089,SFE 5,11,Cristo Redentor,24.203,1140.33,1140.67
L2,CC->CW,20089,SFE 5,12,Laguna Quiñenco,26.302,1143.17,1143.5
L2,CC->CW,20089,SFE 5,13,CORONEL,28.4,1146.0,1146.0
L2,CC->CW,20091,SFE 1,0,CONCEPCIÓN,0.0,1116.0,1116.0
L2,CC->CW,20091,SFE 1,1,Juan Pablo II,3.838,1121.67,1122.17
L2,CC->CW,20091,SFE 1,2,Diagonal Bio Bio,5.569,1124.58,1124.92
L2,CC->CW,20091,SFE 1,3,Alborada,7.442,1127.42,1127.75
L2,CC->CW,20091,SFE 1,4,Costa Mar,8.339,1129.33,1129.75
L2,CC->CW,20091,SFE 1,5,El Parque,9.614,1132.0,1132.33
L2,CC->CW,20091,SFE 1,6,LOMAS COLORADAS,10.983,1134.75,1135.25
L2,CC->CW,20091,SFE 1,7,Card. Raúl Silva Henriquez,13.151,1137.83,1138.17
L2,CC->CW,20091,SFE 1,8,Hito Galvarino,18.048,1144.0,1144.33
L2,CC->CW,20091,SFE 1,9,Los Canelos,21.125,1148.0,1148.33
L2,CC->CW,20091,SFE 1,10,Huinca,22.524,1150.0,1150.33
L2,CC->CW,20091,SFE 1,11,Cristo Redentor,24.203,1152.33,1152.67
L2,CC->CW,20091,SFE 1,12,Laguna Quiñenco,26.302,1155.17,1155.5
L2,CC->CW,20091,SFE 1,13,CORONEL,28.4,1158.0,1158.0
L2,CC->CW,20093,SFE 7,0,CONCEPCIÓN,0.0,1128.0,1128.0
L2,CC->CW,20093,SFE 7,1,Juan Pablo II,3.838,1133.67,1134.17
L2,CC->CW,20093,SFE 7,2,Diagonal Bio Bio,5.569,1136.58,1136.92
L2,CC->CW,20093,SFE 7,3,Alborada,7.442,1139.42,1139.75
L2,CC->CW,20093,SFE 7,4,Costa Mar,8.339,1141.33,1141.75
L2,CC->CW,20093,SFE 7,5,El Parque,9.614,1144.0,1144.33
L2,CC->CW,20093,SFE 7,6,LOMAS COLORADAS,10.983,1146.75,1147.25
L2,CC->CW,20093,SFE 7,7,Card. Raúl Silva Henriquez,13.151,1149.83,1150.17
L2,CC->CW,20093,SFE 7,8,Hito Galvarino,18.048,1156.0,1156.33
L2,CC->CW,20093,SFE 7,9,Los Canelos,21.125,1160.0,1160.33
L2,CC->CW,20093,SFE 7,10,Huinca,22.524,1162.0,1162.33
L2,CC->CW,20093,SFE 7,11,Cristo Redentor,24.203,1164.33,1164.67
L2,CC->CW,20093,SFE 7,12,Laguna Quiñenco,26.302,1167.17,1167.5
L2,CC->CW,20093,SFE 7,13,CORONEL,28.4,1170.0,1170.0
L2,CC->CW,20095,SFE 4,0,CONCEPCIÓN,0.0,1140.0,1140.0
L2,CC->CW,20095,SFE 4,1,Juan Pablo II,3.838,1145.67,1146.17
L2,CC->CW,20095,SFE 4,2,Diagonal Bio Bio,5.569,1148.58,1148.92
L2,CC->CW,20095,SFE 4,3,Alborada,7.442,1151.42,1151.75
L2,CC->CW,20095,SFE 4,4,Costa Mar,8.339,1153.33,1153.75
L2,CC->CW,20095,SFE 4,5,El Parque,9.614,1156.0,1156.33
L2,CC->CW,20095,SFE 4,6,LOMAS COLORADAS,10.983,1158.75,1159.25
L2,CC->CW,20095,SFE 4,7,Card. Raúl Silva Henriquez,13.151,1161.83,1162.17
L2,CC->CW,20095,SFE 4,8,Hito Galvarino,18.048,1168.0,1168.33
L2,CC->CW,20095,SFE 4,9,Los Canelos,21.125,1172.0,1172.33
L2,CC->CW,20095,SFE 4,10,Huinca,22.524,1174.0,1174.33
L2,CC->CW,20095,SFE 4,11,Cristo Redentor,24.203,1176.33,1176.67
L2,CC->CW,20095,SFE 4,12,Laguna Quiñenco,26.302,1179.17,1179.5
L2,CC->CW,20095,SFE 4,13,CORONEL,28.4,1182.0,1182.0
L2,CC->CW,20097,SFE 10,0,CONCEPCIÓN,0.0,1150.0,1150.0
L2,CC->CW,20097,SFE 10,1,Juan Pablo II,3.838,1155.67,1156.17
L2,CC->CW,20097,SFE 10,2,Diagonal Bio Bio,5.569,1158.58,1158.92
L2,CC->CW,20097,SFE 10,3,Alborada,7.442,1161.42,1161.75
L2,CC->CW,20097,SFE 10,4,Costa Mar,8.339,1163.33,1163.75
L2,CC->CW,20097,SFE 10,5,El Parque,9.614,1166.0,1166.33
L2,CC->CW,20097,SFE 10,6,LOMAS COLORADAS,10.983,1168.75,1169.25
L2,CC->CW,20097,SFE 10,7,Card. Raúl Silva Henriquez,13.151,1171.83,1172.17
L2,CC->CW,20097,SFE 10,8,Hito Galvarino,18.048,1178.0,1178.33
L2,CC->CW,20097,SFE 10,9,Los Canelos,21.125,1182.0,1182.33
L2,CC->CW,20097,SFE 10,10,Huinca,22.524,1184.0,1184.33
L2,CC->CW,20097,SFE 10,11,Cristo Redentor,24.203,1186.33,1186.67
L2,CC->CW,20097,SFE 10,12,Laguna Quiñenco,26.302,1189.17,1189.5
L2,CC->CW,20097,SFE 10,13,CORONEL,28.4,1192.0,1192.0
L2,CC->CW,20099,SFE 8,0,CONCEPCIÓN,0.0,1157.0,1157.0
L2,CC->CW,20099,SFE 8,1,Juan Pablo II,3.838,1162.67,1163.17
L2,CC->CW,20099,SFE 8,2,Diagonal Bio Bio,5.569,1165.58,1165.92
L2,CC->CW,20099,SFE 8,3,Alborada,7.442,1168.42,1168.75
L2,CC->CW,20099,SFE 8,4,Costa Mar,8.339,1170.33,1170.75
L2,CC->CW,20099,SFE 8,5,El Parque,9.614,1173.0,1173.33
L2,CC->CW,20099,SFE 8,6,LOMAS COLORADAS,10.983,1175.75,1176.25
L2,CC->CW,20099,SFE 8,7,Card. Raúl Silva Henriquez,13.151,1178.83,1179.17
L2,CC->CW,20099,SFE 8,8,Hito Galvarino,18.048,1185.0,1185.33
L2,CC->CW,20099,SFE 8,9,Los Canelos,21.125,1189.0,1189.33
L2,CC->CW,20099,SFE 8,10,Huinca,22.524,1191.0,1191.33
L2,CC->CW,20099,SFE 8,11,Cristo Redentor,24.203,1193.33,1193.67
L2,CC->CW,20099,SFE 8,12,Laguna Quiñenco,26.302,1196.17,1196.5
L2,CC->CW,20099,SFE 8,13,CORONEL,28.4,1199.0,1199.0
L2,CC->CW,20101,SFE 3,0,CONCEPCIÓN,0.0,1170.0,1170.0
L2,CC->CW,20101,SFE 3,1,Juan Pablo II,3.838,1175.67,1176.17
L2,CC->CW,20101,SFE 3,2,Diagonal Bio Bio,5.569,1178.58,1178.92
L2,CC->CW,20101,SFE 3,3,Alborada,7.442,1181.42,1181.75
L2,CC->CW,20101,SFE 3,4,Costa Mar,8.339,1183.33,1183.75
L2,CC->CW,20101,SFE 3,5,El Parque,9.614,1186.0,1186.33
L2,CC->CW,20101,SFE 3,6,LOMAS COLORADAS,10.983,1188.75,1189.25
L2,CC->CW,20101,SFE 3,7,Card. Raúl Silva Henriquez,13.151,1191.83,1192.17
L2,CC->CW,20101,SFE 3,8,Hito Galvarino,18.048,1198.0,1198.33
L2,CC->CW,20101,SFE 3,9,Los Canelos,21.125,1202.0,1202.33
L2,CC->CW,20101,SFE 3,10,Huinca,22.524,1204.0,1204.33
L2,CC->CW,20101,SFE 3,11,Cristo Redentor,24.203,1206.33,1206.67
L2,CC->CW,20101,SFE 3,12,Laguna Quiñenco,26.302,1209.17,1209.5
L2,CC->CW,20101,SFE 3,13,CORONEL,28.4,1212.0,1212.0
L2,CC->CW,20105,SFE 9,0,CONCEPCIÓN,0.0,1185.0,1185.0
L2,CC->CW,20105,SFE 9,1,Juan Pablo II,3.838,1190.67,1191.17
L2,CC->CW,20105,SFE 9,2,Diagonal Bio Bio,5.569,1193.58,1193.92
L2,CC->CW,20105,SFE 9,3,Alborada,7.442,1196.42,1196.75
L2,CC->CW,20105,SFE 9,4,Costa Mar,8.339,1198.33,1198.75
L2,CC->CW,20105,SFE 9,5,El Parque,9.614,1201.0,1201.33
L2,CC->CW,20105,SFE 9,6,LOMAS COLORADAS,10.983,1203.75,1204.25
L2,CC->CW,20105,SFE 9,7,Card. Raúl Silva Henriquez,13.151,1206.83,1207.17
L2,CC->CW,20105,SFE 9,8,Hito Galvarino,18.048,1213.0,1213.33
L2,CC->CW,20105,SFE 9,9,Los Canelos,21.125,1217.0,1217.33
L2,CC->CW,20105,SFE 9,10,Huinca,22.524,1219.0,1219.33
L2,CC->CW,20105,SFE 9,11,Cristo Redentor,24.203,1221.33,1221.67
L2,CC->CW,20105,SFE 9,12,Laguna Quiñenco,26.302,1224.17,1224.5
L2,CC->CW,20105,SFE 9,13,CORONEL,28.4,1227.0,1227.0
L2,CC->CW,20107,SFE 5,0,CONCEPCIÓN,0.0,1200.0,1200.0
L2,CC->CW,20107,SFE 5,1,Juan Pablo II,3.838,1205.67,1206.17
L2,CC->CW,20107,SFE 5,2,Diagonal Bio Bio,5.569,1208.58,1208.92
L2,CC->CW,20107,SFE 5,3,Alborada,7.442,1211.42,1211.75
L2,CC->CW,20107,SFE 5,4,Costa Mar,8.339,1213.33,1213.75
L2,CC->CW,20107,SFE 5,5,El Parque,9.614,1216.0,1216.33
L2,CC->CW,20107,SFE 5,6,LOMAS COLORADAS,10.983,1218.75,1219.25
L2,CC->CW,20107,SFE 5,7,Card. Raúl Silva Henriquez,13.151,1221.83,1222.17
L2,CC->CW,20107,SFE 5,8,Hito Galvarino,18.048,1228.0,1228.33
L2,CC->CW,20107,SFE 5,9,Los Canelos,21.125,1232.0,1232.33
L2,CC->CW,20107,SFE 5,10,Huinca,22.524,1234.0,1234.33
L2,CC->CW,20107,SFE 5,11,Cristo Redentor,24.203,1236.33,1236.67
L2,CC->CW,20107,SFE 5,12,Laguna Quiñenco,26.302,1239.17,1239.5
L2,CC->CW,20107,SFE 5,13,CORONEL,28.4,1242.0,1242.0
L2,CC->CW,20109,SFE 1,0,CONCEPCIÓN,0.0,1215.0,1215.0
L2,CC->CW,20109,SFE 1,1,Juan Pablo II,3.838,1220.67,1221.17
L2,CC->CW,20109,SFE 1,2,Diagonal Bio Bio,5.569,1223.58,1223.92
L2,CC->CW,20109,SFE 1,3,Alborada,7.442,1226.42,1226.75
L2,CC->CW,20109,SFE 1,4,Costa Mar,8.339,1228.33,1228.75
L2,CC->CW,20109,SFE 1,5,El Parque,9.614,1231.0,1231.33
L2,CC->CW,20109,SFE 1,6,LOMAS COLORADAS,10.983,1233.75,1234.25
L2,CC->CW,20109,SFE 1,7,Card. Raúl Silva Henriquez,13.151,1236.83,1237.17
L2,CC->CW,20109,SFE 1,8,Hito Galvarino,18.048,1243.0,1243.33
L2,CC->CW,20109,SFE 1,9,Los Canelos,21.125,1247.0,1247.33
L2,CC->CW,20109,SFE 1,10,Huinca,22.524,1249.0,1249.33
L2,CC->CW,20109,SFE 1,11,Cristo Redentor,24.203,1251.33,1251.67
L2,CC->CW,20109,SFE 1,12,Laguna Quiñenco,26.302,1254.17,1254.5
L2,CC->CW,20109,SFE 1,13,CORONEL,28.4,1257.0,1257.0
L2,CC->CW,20111,SFE 7,0,CONCEPCIÓN,0.0,1230.0,1230.0
L2,CC->CW,20111,SFE 7,1,Juan Pablo II,3.838,1235.67,1236.17
L2,CC->CW,20111,SFE 7,2,Diagonal Bio Bio,5.569,1238.58,1238.92
L2,CC->CW,20111,SFE 7,3,Alborada,7.442,1241.42,1241.75
L2,CC->CW,20111,SFE 7,4,Costa Mar,8.339,1243.33,1243.75
L2,CC->CW,20111,SFE 7,5,El Parque,9.614,1246.0,1246.33
L2,CC->CW,20111,SFE 7,6,LOMAS COLORADAS,10.983,1248.75,1249.25
L2,CC->CW,20111,SFE 7,7,Card. Raúl Silva Henriquez,13.151,1251.83,1252.17
L2,CC->CW,20111,SFE 7,8,Hito Galvarino,18.048,1258.0,1258.33
L2,CC->CW,20111,SFE 7,9,Los Canelos,21.125,1262.0,1262.33
L2,CC->CW,20111,SFE 7,10,Huinca,22.524,1264.0,1264.33
L2,CC->CW,20111,SFE 7,11,Cristo Redentor,24.203,1266.33,1266.67
L2,CC->CW,20111,SFE 7,12,Laguna Quiñenco,26.302,1269.17,1269.5
L2,CC->CW,20111,SFE 7,13,CORONEL,28.4,1272.0,1272.0
L2,CC->CW,20113,SFE 10,0,CONCEPCIÓN,0.0,1245.0,1245.0
L2,CC->CW,20113,SFE 10,1,Juan Pablo II,3.838,1250.67,1251.17
L2,CC->CW,20113,SFE 10,2,Diagonal Bio Bio,5.569,1253.58,1253.92
L2,CC->CW,20113,SFE 10,3,Alborada,7.442,1256.42,1256.75
L2,CC->CW,20113,SFE 10,4,Costa Mar,8.339,1258.33,1258.75
L2,CC->CW,20113,SFE 10,5,El Parque,9.614,1261.0,1261.33
L2,CC->CW,20113,SFE 10,6,LOMAS COLORADAS,10.983,1263.75,1264.25
L2,CC->CW,20113,SFE 10,7,Card. Raúl Silva Henriquez,13.151,1266.83,1267.17
L2,CC->CW,20113,SFE 10,8,Hito Galvarino,18.048,1273.0,1273.33
L2,CC->CW,20113,SFE 10,9,Los Canelos,21.125,1277.0,1277.33
L2,CC->CW,20113,SFE 10,10,Huinca,22.524,1279.0,1279.33
L2,CC->CW,20113,SFE 10,11,Cristo Redentor,24.203,1281.33,1281.67
L2,CC->CW,20113,SFE 10,12,Laguna Quiñenco,26.302,1284.17,1284.5
L2,CC->CW,20113,SFE 10,13,CORONEL,28.4,1287.0,1287.0
L2,CC->CW,20115,SFE 8,0,CONCEPCIÓN,0.0,1260.0,1260.0
L2,CC->CW,20115,SFE 8,1,Juan Pablo II,3.838,1265.67,1266.17
L2,CC->CW,20115,SFE 8,2,Diagonal Bio Bio,5.569,1268.58,1268.92
L2,CC->CW,20115,SFE 8,3,Alborada,7.442,1271.42,1271.75
L2,CC->CW,20115,SFE 8,4,Costa Mar,8.339,1273.33,1273.75
L2,CC->CW,20115,SFE 8,5,El Parque,9.614,1276.0,1276.33
L2,CC->CW,20115,SFE 8,6,LOMAS COLORADAS,10.983,1278.75,1279.25
L2,CC->CW,20115,SFE 8,7,Card. Raúl Silva Henriquez,13.151,1281.83,1282.17
L2,CC->CW,20115,SFE 8,8,Hito Galvarino,18.048,1288.0,1288.33
L2,CC->CW,20115,SFE 8,9,Los Canelos,21.125,1292.0,1292.33
L2,CC->CW,20115,SFE 8,10,Huinca,22.524,1294.0,1294.33
L2,CC->CW,20115,SFE 8,11,Cristo Redentor,24.203,1296.33,1296.67
L2,CC->CW,20115,SFE 8,12,Laguna Quiñenco,26.302,1299.17,1299.5
L2,CC->CW,20115,SFE 8,13,CORONEL,28.4,1302.0,1302.0
L2,CC->CW,20117,SFE 9,0,CONCEPCIÓN,0.0,1275.0,1275.0
L2,CC->CW,20117,SFE 9,1,Juan Pablo II,3.838,1280.67,1281.17
L2,CC->CW,20117,SFE 9,2,Diagonal Bio Bio,5.569,1283.58,1283.92
L2,CC->CW,20117,SFE 9,3,Alborada,7.442,1286.42,1286.75
L2,CC->CW,20117,SFE 9,4,Costa Mar,8.339,1288.33,1288.75
L2,CC->CW,20117,SFE 9,5,El Parque,9.614,1291.0,1291.33
L2,CC->CW,20117,SFE 9,6,LOMAS COLORADAS,10.983,1293.75,1294.25
L2,CC->CW,20117,SFE 9,7,Card. Raúl Silva Henriquez,13.151,1296.83,1297.17
L2,CC->CW,20117,SFE 9,8,Hito Galvarino,18.048,1303.0,1303.33
L2,CC->CW,20117,SFE 9,9,Los Canelos,21.125,1307.0,1307.33
L2,CC->CW,20117,SFE 9,10,Huinca,22.524,1309.0,1309.33
L2,CC->CW,20117,SFE 9,11,Cristo Redentor,24.203,1311.33,1311.67
L2,CC->CW,20117,SFE 9,12,Laguna Quiñenco,26.302,1314.17,1314.5
L2,CC->CW,20117,SFE 9,13,CORONEL,28.4,1317.0,1317.0
L2,CC->CW,20121,SFE 5,0,CONCEPCIÓN,0.0,1290.0,1290.0
L2,CC->CW,20121,SFE 5,1,Juan Pablo II,3.838,1295.67,1296.17
L2,CC->CW,20121,SFE 5,2,Diagonal Bio Bio,5.569,1298.58,1298.92
L2,CC->CW,20121,SFE 5,3,Alborada,7.442,1301.42,1301.75
L2,CC->CW,20121,SFE 5,4,Costa Mar,8.339,1303.33,1303.75
L2,CC->CW,20121,SFE 5,5,El Parque,9.614,1306.0,1306.33
L2,CC->CW,20121,SFE 5,6,LOMAS COLORADAS,10.983,1308.75,1309.25
