t_min,t_s,unidad,servicio,tramo,sentido,dist_km,estado
912.0,54720,SFE 9,20063,L2,CC->CW,24.038,circulando
912.0,54720,SFE B3,20856,L1,LJ->TH,29.397,circulando
912.0,54720,UT 1,20316,L1,TH->LJ,79.215,circulando
912.0,54720,SFE 10,,,,,cochera:El Arenal
912.0,54720,SFE 11,,,,,cochera:El Arenal
912.0,54720,SFE 4,,,,,cochera:El Arenal
912.0,54720,SFE 7,,,,,cochera:El Arenal
912.0,54720,SFE B2,,,,,cochera:El Arenal
912.0,54720,SFE 2,,,,,cochera:CORONEL
912.0,54720,SFE 3,,,,,cochera:CORONEL
912.0,54720,SFE 5,,,,,cochera:CONCEPCIÓN
912.0,54720,SFE 6,,,,,cochera:CONCEPCIÓN
912.0,54720,SFE B1,,,,,cochera:LAJA
912.0,54720,UT 2,,,,,cochera:OMER HUET
914.0,54840,SFE 8,20066,L2,CW->CC,8.277,circulando
914.0,54840,SFE 9,20063,L2,CC->CW,25.459,circulando
914.0,54840,SFE B3,20856,L1,LJ->TH,30.586,circulando
914.0,54840,UT 1,20316,L1,TH->LJ,77.112,circulando
914.0,54840,SFE 1,,,,,cochera:CONCEPCIÓN
914.0,54840,SFE 5,,,,,cochera:CONCEPCIÓN
914.0,54840,SFE 6,,,,,cochera:CONCEPCIÓN
914.0,54840,SFE 10,,,,,cochera:El Arenal
914.0,54840,SFE 11,,,,,cochera:El Arenal
914.0,54840,SFE 4,,,,,cochera:El Arenal
914.0,54840,SFE 7,,,,,cochera:El Arenal
914.0,54840,SFE B2,,,,,cochera:El Arenal
914.0,54840,SFE 2,,,,,cochera:CORONEL
914.0,54840,SFE 3,,,,,cochera:CORONEL
914.0,54840,SFE B1,,,,,cochera:LAJA
914.0,54840,UT 2,,,,,cochera:OMER HUET
916.0,54960,SFE 1,20065,L2,CC->CW,1.501,circulando
916.0,54960,SFE 8,20066,L2,CW->CC,7.065,circulando
916.0,54960,SFE 9,20063,L2,CC->CW,26.645,circulando
916.0,54960,SFE B3,20856,L1,LJ->TH,31.774,circulando
916.0,54960,UT 1,20316,L1,TH->LJ,76.06,circulando
916.0,54960,SFE 10,,,,,cochera:El Arenal
916.0,54960,SFE 11,,,,,cochera:El Arenal
916.0,54960,SFE 4,,,,,cochera:El Arenal
916.0,54960,SFE 7,,,,,cochera:El Arenal
916.0,54960,SFE B2,,,,,cochera:El Arenal
916.0,54960,SFE 2,,,,,cochera:CORONEL
916.0,54960,SFE 3,,,,,cochera:CORONEL
916.0,54960,SFE 5,,,,,cochera:CONCEPCIÓN
916.0,54960,SFE 6,,,,,cochera:CONCEPCIÓN
916.0,54960,SFE B1,,,,,cochera:LAJA
916.0,54960,UT 2,,,,,cochera:OMER HUET
918.0,55080,SFE 1,20065,L2,CC->CW,2.502,circulando
918.0,55080,SFE 8,20066,L2,CW->CC,5.571,circulando
918.0,55080,SFE B3,20856,L1,LJ->TH,32.963,circulando
918.0,55080,UT 1,20316,L1,TH->LJ,73.939,circulando
918.0,55080,SFE 10,,,,,cochera:El Arenal
918.0,55080,SFE 11,,,,,cochera:El Arenal
918.0,55080,SFE 4,,,,,cochera:El Arenal
918.0,55080,SFE 7,,,,,cochera:El Arenal
918.0,55080,SFE B2,,,,,cochera:El Arenal
918.0,55080,SFE 2,,,,,cochera:CORONEL
918.0,55080,SFE 3,,,,,cochera:CORONEL
918.0,55080,SFE 9,,,,,cochera:CORONEL
918.0,55080,SFE 5,,,,,cochera:CONCEPCIÓN
918.0,55080,SFE 6,,,,,cochera:CONCEPCIÓN
918.0,55080,SFE B1,,,,,cochera:LAJA
918.0,55080,UT 2,,,,,cochera:OMER HUET
920.0,55200,SFE 1,20065,L2,CC->CW,3.504,circulando
920.0,55200,SFE 8,20066,L2,CW->CC,4.376,circulando
920.0,55200,SFE B3,20856,L1,LJ->TH,34.152,circulando
920.0,55200,UT 1,20316,L1,TH->LJ,72.878,circulando
920.0,55200,SFE 10,,,,,cochera:El Arenal
920.0,55200,SFE 11,,,,,cochera:El Arenal
920.0,55200,SFE 4,,,,,cochera:El Arenal
920.0,55200,SFE 7,,,,,cochera:El Arenal
920.0,55200,SFE B2,,,,,cochera:El Arenal
920.0,55200,SFE 2,,,,,cochera:CORONEL
920.0,55200,SFE 3,,,,,cochera:CORONEL
920.0,55200,SFE 9,,,,,cochera:CORONEL
920.0,55200,SFE 5,,,,,cochera:CONCEPCIÓN
920.0,55200,SFE 6,,,,,cochera:CONCEPCIÓN
920.0,55200,SFE B1,,,,,cochera:LAJA
920.0,55200,UT 2,,,,,cochera:OMER HUET
922.0,55320,SFE 1,20065,L2,CC->CW,4.435,circulando
922.0,55320,SFE 8,20066,L2,CW->CC,3.469,circulando
922.0,55320,SFE B3,20856,L1,LJ->TH,36.53,circulando
922.0,55320,UT 1,20316,L1,TH->LJ,71.135,circulando
922.0,55320,SFE 10,,,,,cochera:El Arenal
922.0,55320,SFE 11,,,,,cochera:El Arenal
922.0,55320,SFE 4,,,,,cochera:El Arenal
922.0,55320,SFE 7,,,,,cochera:El Arenal
922.0,55320,SFE B2,,,,,cochera:El Arenal
922.0,55320,SFE 2,,,,,cochera:CORONEL
922.0,55320,SFE 3,,,,,cochera:CORONEL
922.0,55320,SFE 9,,,,,cochera:CORONEL
922.0,55320,SFE 5,,,,,cochera:CONCEPCIÓN
922.0,55320,SFE 6,,,,,cochera:CONCEPCIÓN
922.0,55320,SFE B1,,,,,cochera:LAJA
922.0,55320,UT 2,,,,,cochera:OMER HUET
924.0,55440,SFE 1,20065,L2,CC->CW,5.631,circulando
924.0,55440,SFE 8,20066,L2,CW->CC,2.481,circulando
924.0,55440,SFE B3,20856,L1,LJ->TH,37.329,circulando
924.0,55440,UT 1,20316,L1,TH->LJ,69.392,circulando
924.0,55440,SFE 10,,,,,cochera:El Arenal
924.0,55440,SFE 11,,,,,cochera:El Arenal
924.0,55440,SFE 4,,,,,cochera:El Arenal
924.0,55440,SFE 7,,,,,cochera:El Arenal
924.0,55440,SFE B2,,,,,cochera:El Arenal
924.0,55440,SFE 2,,,,,cochera:CORONEL
924.0,55440,SFE 3,,,,,cochera:CORONEL
924.0,55440,SFE 9,,,,,cochera:CORONEL
924.0,55440,SFE 5,,,,,cochera:CONCEPCIÓN
924.0,55440,SFE 6,,,,,cochera:CONCEPCIÓN
924.0,55440,SFE B1,,,,,cochera:LAJA
924.0,55440,UT 2,,,,,cochera:OMER HUET
926.0,55560,SFE 1,20065,L2,CC->CW,7.125,circulando
926.0,55560,SFE 8,20066,L2,CW->CC,1.494,circulando
926.0,55560,SFE B2,20241,L1,LJ->TH,83.525,circulando
926.0,55560,SFE B3,20856,L1,LJ->TH,38.927,circulando
926.0,55560,UT 1,20316,L1,TH->LJ,68.521,circulando
926.0,55560,SFE 10,,,,,cochera:El Arenal
926.0,55560,SFE 11,,,,,cochera:El Arenal
926.0,55560,SFE 4,,,,,cochera:El Arenal
926.0,55560,SFE 7,,,,,cochera:El Arenal
926.0,55560,SFE 2,,,,,cochera:CORONEL
926.0,55560,SFE 3,,,,,cochera:CORONEL
926.0,55560,SFE 9,,,,,cochera:CORONEL
926.0,55560,SFE 5,,,,,cochera:CONCEPCIÓN
926.0,55560,SFE 6,,,,,cochera:CONCEPCIÓN
926.0,55560,SFE B1,,,,,cochera:LAJA
926.0,55560,UT 2,,,,,cochera:OMER HUET
928.0,55680,SFE 1,20065,L2,CC->CW,8.385,circulando
928.0,55680,SFE B2,20241,L1,LJ->TH,84.996,circulando
928.0,55680,SFE B3,20856,L1,LJ->TH,40.525,circulando
928.0,55680,UT 1,20316,L1,TH->LJ,68.521,circulando
928.0,55680,SFE 10,,,,,cochera:El Arenal
928.0,55680,SFE 11,,,,,cochera:El Arenal
928.0,55680,SFE 4,,,,,cochera:El Arenal
928.0,55680,SFE 7,,,,,cochera:El Arenal
928.0,55680,SFE 2,,,,,cochera:CORONEL
928.0,55680,SFE 3,,,,,cochera:CORONEL
928.0,55680,SFE 9,,,,,cochera:CORONEL
928.0,55680,SFE 5,,,,,cochera:CONCEPCIÓN
928.0,55680,SFE 6,,,,,cochera:CONCEPCIÓN
928.0,55680,SFE 8,,,,,cochera:CONCEPCIÓN
928.0,55680,SFE B1,,,,,cochera:LAJA
928.0,55680,UT 2,,,,,cochera:OMER HUET
930.0,55800,SFE 1,20065,L2,CC->CW,9.299,circulando
930.0,55800,SFE 8,20067,L2,CC->CW,1.0,circulando
930.0,55800,SFE B3,20856,L1,LJ->TH,42.123,circulando
930.0,55800,UT 1,20316,L1,TH->LJ,67.609,circulando
930.0,55800,SFE 10,,,,,cochera:El Arenal
930.0,55800,SFE 11,,,,,cochera:El Arenal
930.0,55800,SFE 4,,,,,cochera:El Arenal
930.0,55800,SFE 7,,,,,cochera:El Arenal
930.0,55800,SFE 2,,,,,cochera:CORONEL
930.0,55800,SFE 3,,,,,cochera:CORONEL
930.0,55800,SFE 9,,,,,cochera:CORONEL
930.0,55800,SFE 5,,,,,cochera:CONCEPCIÓN
930.0,55800,SFE 6,,,,,cochera:CONCEPCIÓN
930.0,55800,SFE B1,,,,,cochera:LAJA
930.0,55800,SFE B2,,,,,cochera:Mercado
930.0,55800,UT 2,,,,,cochera:OMER HUET
932.0,55920,SFE 1,20065,L2,CC->CW,10.161,circulando
932.0,55920,SFE 8,20067,L2,CC->CW,2.001,circulando
932.0,55920,SFE B2,20318,L1,TH->LJ,84.261,circulando
932.0,55920,SFE B3,20856,L1,LJ->TH,43.721,circulando
932.0,55920,UT 1,20316,L1,TH->LJ,65.784,circulando
932.0,55920,SFE 10,,,,,cochera:El Arenal
932.0,55920,SFE 11,,,,,cochera:El Arenal
932.0,55920,SFE 4,,,,,cochera:El Arenal
932.0,55920,SFE 7,,,,,cochera:El Arenal
932.0,55920,SFE 2,,,,,cochera:CORONEL
932.0,55920,SFE 3,,,,,cochera:CORONEL
932.0,55920,SFE 9,,,,,cochera:CORONEL
932.0,55920,SFE 5,,,,,cochera:CONCEPCIÓN
932.0,55920,SFE 6,,,,,cochera:CONCEPCIÓN
932.0,55920,SFE B1,,,,,cochera:LAJA
932.0,55920,UT 2,,,,,cochera:OMER HUET
934.0,56040,SFE 1,20065,L2,CC->CW,11.026,circulando
934.0,56040,SFE 8,20067,L2,CC->CW,3.003,circulando
934.0,56040,SFE B2,20318,L1,TH->LJ,82.79,circulando
934.0,56040,SFE B3,20856,L1,LJ->TH,45.319,circulando
934.0,56040,UT 1,20316,L1,TH->LJ,63.959,circulando
934.0,56040,SFE 10,,,,,cochera:El Arenal
934.0,56040,SFE 11,,,,,cochera:El Arenal
934.0,56040,SFE 4,,,,,cochera:El Arenal
934.0,56040,SFE 7,,,,,cochera:El Arenal
934.0,56040,SFE 2,,,,,cochera:CORONEL
934.0,56040,SFE 3,,,,,cochera:CORONEL
934.0,56040,SFE 9,,,,,cochera:CORONEL
934.0,56040,SFE 5,,,,,cochera:CONCEPCIÓN
934.0,56040,SFE 6,,,,,cochera:CONCEPCIÓN
934.0,56040,SFE B1,,,,,cochera:LAJA
934.0,56040,UT 2,,,,,cochera:OMER HUET
936.0,56160,SFE 1,20065,L2,CC->CW,12.759,circulando
936.0,56160,SFE 8,20067,L2,CC->CW,3.839,circulando
936.0,56160,SFE 9,20068,L2,CW->CC,26.622,circulando
936.0,56160,SFE B2,20318,L1,TH->LJ,82.313,circulando
936.0,56160,SFE B3,20856,L1,LJ->TH,46.917,circulando
936.0,56160,UT 1,20316,L1,TH->LJ,62.135,circulando
936.0,56160,SFE 10,,,,,cochera:El Arenal
936.0,56160,SFE 11,,,,,cochera:El Arenal
936.0,56160,SFE 4,,,,,cochera:El Arenal
936.0,56160,SFE 7,,,,,cochera:El Arenal
936.0,56160,SFE 2,,,,,cochera:CORONEL
936.0,56160,SFE 3,,,,,cochera:CORONEL
936.0,56160,SFE 5,,,,,cochera:CONCEPCIÓN
936.0,56160,SFE 6,,,,,cochera:CONCEPCIÓN
936.0,56160,SFE B1,,,,,cochera:LAJA
936.0,56160,UT 2,,,,,cochera:OMER HUET
938.0,56280,SFE 1,20065,L2,CC->CW,13.945,circulando
938.0,56280,SFE 8,20067,L2,CC->CW,5.154,circulando
938.0,56280,SFE 9,20068,L2,CW->CC,25.397,circulando
938.0,56280,SFE B2,20318,L1,TH->LJ,81.36,circulando
938.0,56280,SFE B3,20856,L1,LJ->TH,47.966,circulando
938.0,56280,UT 1,20316,L1,TH->LJ,60.31,circulando
938.0,56280,SFE 10,,,,,cochera:El Arenal
938.0,56280,SFE 11,,,,,cochera:El Arenal
938.0,56280,SFE 4,,,,,cochera:El Arenal
938.0,56280,SFE 7,,,,,cochera:El Arenal
938.0,56280,SFE 2,,,,,cochera:CORONEL
938.0,56280,SFE 3,,,,,cochera:CORONEL
938.0,56280,SFE 5,,,,,cochera:CONCEPCIÓN
938.0,56280,SFE 6,,,,,cochera:CONCEPCIÓN
938.0,56280,SFE B1,,,,,cochera:LAJA
938.0,56280,UT 2,,,,,cochera:OMER HUET
940.0,56400,SFE 1,20065,L2,CC->CW,14.822,circulando
940.0,56400,SFE 8,20067,L2,CC->CW,6.378,circulando
940.0,56400,SFE 9,20068,L2,CW->CC,23.929,circulando
940.0,56400,SFE B2,20318,L1,TH->LJ,80.287,circulando
940.0,56400,SFE B3,20856,L1,LJ->TH,50.064,circulando
940.0,56400,UT 1,20316,L1,TH->LJ,59.478,circulando
940.0,56400,SFE 10,,,,,cochera:El Arenal
940.0,56400,SFE 11,,,,,cochera:El Arenal
940.0,56400,SFE 4,,,,,cochera:El Arenal
940.0,56400,SFE 7,,,,,cochera:El Arenal
940.0,56400,SFE 2,,,,,cochera:CORONEL
940.0,56400,SFE 3,,,,,cochera:CORONEL
940.0,56400,SFE 5,,,,,cochera:CONCEPCIÓN
940.0,56400,SFE 6,,,,,cochera:CONCEPCIÓN
940.0,56400,SFE B1,,,,,cochera:LAJA
940.0,56400,UT 2,,,,,cochera:OMER HUET
942.0,56520,SFE 1,20065,L2,CC->CW,15.699,circulando
942.0,56520,SFE 8,20067,L2,CC->CW,7.628,circulando
942.0,56520,SFE 9,20068,L2,CW->CC,21.887,circulando
942.0,56520,SFE B2,20318,L1,TH->LJ,79.215,circulando
942.0,56520,SFE B3,20856,L1,LJ->TH,52.161,circulando
942.0,56520,UT 1,20316,L1,TH->LJ,58.647,circulando
942.0,56520,SFE 10,,,,,cochera:El Arenal
942.0,56520,SFE 11,,,,,cochera:El Arenal
942.0,56520,SFE 4,,,,,cochera:El Arenal
942.0,56520,SFE 7,,,,,cochera:El Arenal
942.0,56520,SFE 2,,,,,cochera:CORONEL
942.0,56520,SFE 3,,,,,cochera:CORONEL
942.0,56520,SFE 5,,,,,cochera:CONCEPCIÓN
942.0,56520,SFE 6,,,,,cochera:CONCEPCIÓN
942.0,56520,SFE B1,,,,,cochera:LAJA
942.0,56520,UT 2,,,,,cochera:OMER HUET
944.0,56640,SFE 1,20065,L2,CC->CW,16.604,circulando
944.0,56640,SFE 8,20067,L2,CC->CW,8.768,circulando
944.0,56640,SFE 9,20068,L2,CW->CC,19.458,circulando
944.0,56640,SFE B2,20318,L1,TH->LJ,77.112,circulando
944.0,56640,SFE B3,20856,L1,LJ->TH,53.913,circulando
944.0,56640,UT 1,20316,L1,TH->LJ,56.983,circulando
944.0,56640,SFE 10,,,,,cochera:El Arenal
944.0,56640,SFE 11,,,,,cochera:El Arenal
944.0,56640,SFE 4,,,,,cochera:El Arenal
944.0,56640,SFE 7,,,,,cochera:El Arenal
944.0,56640,SFE 2,,,,,cochera:CORONEL
944.0,56640,SFE 3,,,,,cochera:CORONEL
944.0,56640,SFE 5,,,,,cochera:CONCEPCIÓN
944.0,56640,SFE 6,,,,,cochera:CONCEPCIÓN
944.0,56640,SFE B1,,,,,cochera:LAJA
944.0,56640,UT 2,,,,,cochera:OMER HUET
946.0,56760,SFE 1,20065,L2,CC->CW,17.997,circulando
946.0,56760,SFE 8,20067,L2,CC->CW,9.83,circulando
946.0,56760,SFE 9,20068,L2,CW->CC,17.878,circulando
946.0,56760,SFE B2,20318,L1,TH->LJ,76.06,circulando
946.0,56760,SFE B3,20856,L1,LJ->TH,55.32,circulando
946.0,56760,UT 1,20316,L1,TH->LJ,56.151,circulando
946.0,56760,SFE 10,,,,,cochera:El Arenal
946.0,56760,SFE 11,,,,,cochera:El Arenal
946.0,56760,SFE 4,,,,,cochera:El Arenal
946.0,56760,SFE 7,,,,,cochera:El Arenal
946.0,56760,SFE 2,,,,,cochera:CORONEL
946.0,56760,SFE 3,,,,,cochera:CORONEL
946.0,56760,SFE 5,,,,,cochera:CONCEPCIÓN
946.0,56760,SFE 6,,,,,cochera:CONCEPCIÓN
946.0,56760,SFE B1,,,,,cochera:LAJA
946.0,56760,UT 2,,,,,cochera:OMER HUET
948.0,56880,SFE 1,20065,L2,CC->CW,19.718,circulando
948.0,56880,SFE 8,20067,L2,CC->CW,10.655,circulando
948.0,56880,SFE 9,20068,L2,CW->CC,16.485,circulando
948.0,56880,SFE B2,20318,L1,TH->LJ,73.939,circulando
948.0,56880,SFE B3,20856,L1,LJ->TH,56.151,circulando
948.0,56880,UT 1,20316,L1,TH->LJ,55.32,circulando
948.0,56880,SFE 10,,,,,cochera:El Arenal
948.0,56880,SFE 11,,,,,cochera:El Arenal
948.0,56880,SFE 4,,,,,cochera:El Arenal
948.0,56880,SFE 7,,,,,cochera:El Arenal
948.0,56880,SFE 2,,,,,cochera:CORONEL
948.0,56880,SFE 3,,,,,cochera:CORONEL
948.0,56880,SFE 5,,,,,cochera:CONCEPCIÓN
948.0,56880,SFE 6,,,,,cochera:CONCEPCIÓN
948.0,56880,SFE B1,,,,,cochera:LAJA
948.0,56880,UT 2,,,,,cochera:OMER HUET
950.0,57000,SFE 1,20065,L2,CC->CW,22.104,circulando
950.0,57000,SFE 8,20067,L2,CC->CW,11.769,circulando
950.0,57000,SFE 9,20068,L2,CW->CC,15.625,circulando
950.0,57000,SFE B2,20318,L1,TH->LJ,72.878,circulando
950.0,57000,SFE B3,20856,L1,LJ->TH,56.983,circulando
950.0,57000,UT 1,20316,L1,TH->LJ,53.913,circulando
950.0,57000,SFE 10,,,,,cochera:El Arenal
950.0,57000,SFE 11,,,,,cochera:El Arenal
950.0,57000,SFE 4,,,,,cochera:El Arenal
950.0,57000,SFE 7,,,,,cochera:El Arenal
950.0,57000,SFE 2,,,,,cochera:CORONEL
950.0,57000,SFE 3,,,,,cochera:CORONEL
950.0,57000,SFE 5,,,,,cochera:CONCEPCIÓN
950.0,57000,SFE 6,,,,,cochera:CONCEPCIÓN
950.0,57000,SFE B1,,,,,cochera:LAJA
950.0,57000,UT 2,,,,,cochera:OMER HUET
952.0,57120,SFE 1,20065,L2,CC->CW,24.038,circulando
952.0,57120,SFE 8,20067,L2,CC->CW,13.581,circulando
952.0,57120,SFE 9,20068,L2,CW->CC,14.75,circulando
952.0,57120,SFE B2,20318,L1,TH->LJ,71.135,circulando
952.0,57120,SFE B3,20856,L1,LJ->TH,58.647,circulando
952.0,57120,UT 1,20316,L1,TH->LJ,52.161,circulando
952.0,57120,SFE 10,,,,,cochera:El Arenal
952.0,57120,SFE 11,,,,,cochera:El Arenal
952.0,57120,SFE 4,,,,,cochera:El Arenal
952.0,57120,SFE 7,,,,,cochera:El Arenal
952.0,57120,SFE 2,,,,,cochera:CORONEL
952.0,57120,SFE 3,,,,,cochera:CORONEL
952.0,57120,SFE 5,,,,,cochera:CONCEPCIÓN
952.0,57120,SFE 6,,,,,cochera:CONCEPCIÓN
952.0,57120,SFE B1,,,,,cochera:LAJA
952.0,57120,UT 2,,,,,cochera:OMER HUET
954.0,57240,SFE 1,20065,L2,CC->CW,25.459,circulando
954.0,57240,SFE 8,20067,L2,CC->CW,14.383,circulando
954.0,57240,SFE 9,20068,L2,CW->CC,13.874,circulando
954.0,57240,SFE B2,20318,L1,TH->LJ,69.392,circulando
954.0,57240,SFE B3,20856,L1,LJ->TH,59.478,circulando
954.0,57240,UT 1,20316,L1,TH->LJ,50.064,circulando
954.0,57240,SFE 10,,,,,cochera:El Arenal
954.0,57240,SFE 11,,,,,cochera:El Arenal
954.0,57240,SFE 4,,,,,cochera:El Arenal
954.0,57240,SFE 7,,,,,cochera:El Arenal
954.0,57240,SFE 2,,,,,cochera:CORONEL
954.0,57240,SFE 3,,,,,cochera:CORONEL
954.0,57240,SFE 5,,,,,cochera:CONCEPCIÓN
954.0,57240,SFE 6,,,,,cochera:CONCEPCIÓN
954.0,57240,SFE B1,,,,,cochera:LAJA
954.0,57240,UT 2,,,,,cochera:OMER HUET
956.0,57360,SFE 1,20065,L2,CC->CW,26.645,circulando
956.0,57360,SFE 11,20243,L1,LJ->TH,83.525,circulando
956.0,57360,SFE 8,20067,L2,CC->CW,15.26,circulando
956.0,57360,SFE 9,20068,L2,CW->CC,12.591,circulando
956.0,57360,SFE B2,20318,L1,TH->LJ,68.521,circulando
956.0,57360,SFE B3,20856,L1,LJ->TH,60.31,circulando
956.0,57360,UT 1,20316,L1,TH->LJ,47.966,circulando
956.0,57360,SFE 10,,,,,cochera:El Arenal
956.0,57360,SFE 4,,,,,cochera:El Arenal
956.0,57360,SFE 7,,,,,cochera:El Arenal
956.0,57360,SFE 2,,,,,cochera:CORONEL
956.0,57360,SFE 3,,,,,cochera:CORONEL
956.0,57360,SFE 5,,,,,cochera:CONCEPCIÓN
956.0,57360,SFE 6,,,,,cochera:CONCEPCIÓN
956.0,57360,SFE B1,,,,,cochera:LAJA
956.0,57360,UT 2,,,,,cochera:OMER HUET
958.0,57480,SFE 11,20243,L1,LJ->TH,84.996,circulando
958.0,57480,SFE 8,20067,L2,CC->CW,16.137,circulando
958.0,57480,SFE 9,20068,L2,CW->CC,11.026,circulando
958.0,57480,SFE B2,20318,L1,TH->LJ,68.521,circulando
958.0,57480,SFE B3,20856,L1,LJ->TH,62.135,circulando
958.0,57480,SFE 1,,,,,cochera:CORONEL
958.0,57480,SFE 2,,,,,cochera:CORONEL
958.0,57480,SFE 3,,,,,cochera:CORONEL
958.0,57480,SFE 10,,,,,cochera:El Arenal
958.0,57480,SFE 4,,,,,cochera:El Arenal
958.0,57480,SFE 7,,,,,cochera:El Arenal
958.0,57480,SFE 5,,,,,cochera:CONCEPCIÓN
958.0,57480,SFE 6,,,,,cochera:CONCEPCIÓN
958.0,57480,SFE B1,,,,,cochera:LAJA
958.0,57480,UT 1,,,,,cochera:HUALQUI
958.0,57480,UT 2,,,,,cochera:OMER HUET
960.0,57600,SFE 8,20067,L2,CC->CW,17.3,circulando
960.0,57600,SFE 9,20068,L2,CW->CC,10.077,circulando
960.0,57600,SFE B2,20318,L1,TH->LJ,67.609,circulando
960.0,57600,SFE B3,20856,L1,LJ->TH,63.959,circulando
960.0,57600,UT 1,20321,L1,LJ->TH,46.917,circulando
960.0,57600,SFE 1,,,,,cochera:CORONEL
960.0,57600,SFE 2,,,,,cochera:CORONEL
960.0,57600,SFE 3,,,,,cochera:CORONEL
960.0,57600,SFE 10,,,,,cochera:El Arenal
960.0,57600,SFE 4,,,,,cochera:El Arenal
960.0,57600,SFE 7,,,,,cochera:El Arenal
960.0,57600,SFE 11,,,,,cochera:Mercado
960.0,57600,SFE 5,,,,,cochera:CONCEPCIÓN
960.0,57600,SFE 6,,,,,cochera:CONCEPCIÓN
960.0,57600,SFE B1,,,,,cochera:LAJA
960.0,57600,UT 2,,,,,cochera:OMER HUET
962.0,57720,SFE 11,20320,L1,TH->LJ,84.261,circulando
962.0,57720,SFE 8,20067,L2,CC->CW,18.693,circulando
962.0,57720,SFE 9,20068,L2,CW->CC,9.209,circulando
962.0,57720,SFE B2,20318,L1,TH->LJ,65.784,circulando
962.0,57720,SFE B3,20856,L1,LJ->TH,65.784,circulando
962.0,57720,UT 1,20321,L1,LJ->TH,49.015,circulando
962.0,57720,SFE 1,,,,,cochera:CORONEL
962.0,57720,SFE 2,,,,,cochera:CORONEL
962.0,57720,SFE 3,,,,,cochera:CORONEL
962.0,57720,SFE 10,,,,,cochera:El Arenal
962.0,57720,SFE 4,,,,,cochera:El Arenal
962.0,57720,SFE 7,,,,,cochera:El Arenal
962.0,57720,SFE 5,,,,,cochera:CONCEPCIÓN
962.0,57720,SFE 6,,,,,cochera:CONCEPCIÓN
962.0,57720,SFE B1,,,,,cochera:LAJA
962.0,57720,UT 2,,,,,cochera:OMER HUET
964.0,57840,SFE 11,20320,L1,TH->LJ,82.79,circulando
964.0,57840,SFE 8,20067,L2,CC->CW,21.248,circulando
964.0,57840,SFE 9,20068,L2,CW->CC,8.277,circulando
964.0,57840,SFE B2,20318,L1,TH->LJ,63.959,circulando
964.0,57840,SFE B3,20856,L1,LJ->TH,67.609,circulando
964.0,57840,UT 1,20321,L1,LJ->TH,51.112,circulando
964.0,57840,SFE 1,,,,,cochera:CORONEL
964.0,57840,SFE 2,,,,,cochera:CORONEL
964.0,57840,SFE 3,,,,,cochera:CORONEL
964.0,57840,SFE 10,,,,,cochera:El Arenal
964.0,57840,SFE 4,,,,,cochera:El Arenal
964.0,57840,SFE 7,,,,,cochera:El Arenal
964.0,57840,SFE 5,,,,,cochera:CONCEPCIÓN
964.0,57840,SFE 6,,,,,cochera:CONCEPCIÓN
964.0,57840,SFE B1,,,,,cochera:LAJA
964.0,57840,UT 2,,,,,cochera:OMER HUET
966.0,57960,SFE 1,20072,L2,CW->CC,26.622,circulando
966.0,57960,SFE 11,20320,L1,TH->LJ,82.313,circulando
966.0,57960,SFE 8,20067,L2,CC->CW,23.382,circulando
966.0,57960,SFE 9,20068,L2,CW->CC,7.065,circulando
966.0,57960,SFE B2,20318,L1,TH->LJ,62.135,circulando
966.0,57960,SFE B3,20856,L1,LJ->TH,68.521,circulando
966.0,57960,UT 1,20321,L1,LJ->TH,53.21,circulando
966.0,57960,SFE 10,,,,,cochera:El Arenal
966.0,57960,SFE 4,,,,,cochera:El Arenal
966.0,57960,SFE 7,,,,,cochera:El Arenal
966.0,57960,SFE 2,,,,,cochera:CORONEL
966.0,57960,SFE 3,,,,,cochera:CORONEL
966.0,57960,SFE 5,,,,,cochera:CONCEPCIÓN
966.0,57960,SFE 6,,,,,cochera:CONCEPCIÓN
966.0,57960,SFE B1,,,,,cochera:LAJA
966.0,57960,UT 2,,,,,cochera:OMER HUET
968.0,58080,SFE 1,20072,L2,CW->CC,25.397,circulando
968.0,58080,SFE 11,20320,L1,TH->LJ,81.36,circulando
968.0,58080,SFE 8,20067,L2,CC->CW,24.749,circulando
968.0,58080,SFE 9,20068,L2,CW->CC,5.571,circulando
968.0,58080,SFE B2,20318,L1,TH->LJ,60.31,circulando
968.0,58080,SFE B3,20856,L1,LJ->TH,68.521,circulando
968.0,58080,UT 1,20321,L1,LJ->TH,54.617,circulando
968.0,58080,SFE 10,,,,,cochera:El Arenal
968.0,58080,SFE 4,,,,,cochera:El Arenal
968.0,58080,SFE 7,,,,,cochera:El Arenal
968.0,58080,SFE 2,,,,,cochera:CORONEL
968.0,58080,SFE 3,,,,,cochera:CORONEL
968.0,58080,SFE 5,,,,,cochera:CONCEPCIÓN
968.0,58080,SFE 6,,,,,cochera:CONCEPCIÓN
968.0,58080,SFE B1,,,,,cochera:LAJA
968.0,58080,UT 2,,,,,cochera:OMER HUET
970.0,58200,SFE 1,20072,L2,CW->CC,23.929,circulando
970.0,58200,SFE 11,20320,L1,TH->LJ,80.287,circulando
970.0,58200,SFE 8,20067,L2,CC->CW,25.935,circulando
970.0,58200,SFE 9,20068,L2,CW->CC,4.376,circulando
970.0,58200,SFE B2,20318,L1,TH->LJ,59.478,circulando
970.0,58200,SFE B3,20856,L1,LJ->TH,69.392,circulando
970.0,58200,UT 1,20321,L1,LJ->TH,55.32,circulando
