origen,destino,franja,viajes
Pedro Medina,Chiguayante,16-24,1.0
Pedro Medina,Concepción,16-24,16.0
Pedro Medina,Mall,16-24,2.0
Pedro Medina,Lzo. Arenas,16-24,2.0
Pedro Medina,UTF Santa María,16-24,5.0
Pedro Medina,Los Cóndores,16-24,6.0
Pedro Medina,Higueras,16-24,5.0
Pedro Medina,El Arenal,16-24,5.0
Pedro Medina,Mercado,16-24,5.0
Pedro Medina,Juan Pablo II,16-24,5.0
Pedro Medina,Diagonal Bio Bio,16-24,1.0
Pedro Medina,Alborada,16-24,4.0
Pedro Medina,Costa Mar,16-24,10.0
Pedro Medina,El Parque,16-24,1.0
Pedro Medina,Lomas Coloradas,16-24,3.0
Pedro Medina,Cdal. Raúl Silva Henríquez,16-24,5.0
Pedro Medina,Los Canelos,16-24,5.0
Pedro Medina,Huinca,16-24,2.0
Pedro Medina,Cristo Redentor,16-24,1.0
Pedro Medina,Laguna Quiñenco,16-24,1.0
Pedro Medina,Coronel,16-24,5.0
Chiguayante,Hualqui,16-24,65.0
Chiguayante,La Leonera,16-24,7.0
Chiguayante,Manquimávida,16-24,6.0
Chiguayante,Pedro Medina,16-24,1.0
Chiguayante,Chiguayante,16-24,7.0
Chiguayante,Concepción,16-24,10.0
Chiguayante,Mall,16-24,11.0
Chiguayante,Lzo. Arenas,16-24,3.0
Chiguayante,UTF Santa María,16-24,13.0
Chiguayante,Los Cóndores,16-24,15.0
Chiguayante,Higueras,16-24,8.0
Chiguayante,El Arenal,16-24,4.0
Chiguayante,Mercado,16-24,9.0
Chiguayante,Juan Pablo II,16-24,5.0
Chiguayante,Diagonal Bio Bio,16-24,12.0
Chiguayante,Costa Mar,16-24,8.0
Chiguayante,El Parque,16-24,6.0
Chiguayante,Lomas Coloradas,16-24,7.0
Chiguayante,Cdal. Raúl Silva Henríquez,16-24,5.0
Chiguayante,Los Canelos,16-24,6.0
Chiguayante,Huinca,16-24,1.0
Chiguayante,Cristo Redentor,16-24,3.0
Chiguayante,Laguna Quiñenco,16-24,3.0
Chiguayante,Coronel,16-24,2.0
Concepción,Hualqui,16-24,387.0
Concepción,La Leonera,16-24,128.0
Concepción,Manquimávida,16-24,151.0
Concepción,Pedro Medina,16-24,50.0
Concepción,Chiguayante,16-24,98.0
Concepción,Concepción,16-24,87.0
Concepción,Mall,16-24,93.0
Concepción,Lzo. Arenas,16-24,14.0
Concepción,UTF Santa María,16-24,49.0
Concepción,Los Cóndores,16-24,150.0
Concepción,Higueras,16-24,47.0
Concepción,El Arenal,16-24,53.0
Concepción,Mercado,16-24,36.0
Concepción,Juan Pablo II,16-24,65.0
Concepción,Diagonal Bio Bio,16-24,124.0
Concepción,Alborada,16-24,128.0
Concepción,Costa Mar,16-24,515.0
Concepción,El Parque,16-24,141.0
Concepción,Lomas Coloradas,16-24,986.0
Concepción,Cdal. Raúl Silva Henríquez,16-24,752.0
Concepción,Hito Galvarino,16-24,436.0
Concepción,Los Canelos,16-24,1255.0
Concepción,Huinca,16-24,685.0
Concepción,Cristo Redentor,16-24,1071.0
Concepción,Laguna Quiñenco,16-24,951.0
Concepción,Coronel,16-24,959.0
Mall,Hualqui,16-24,71.0
Mall,La Leonera,16-24,35.0
Mall,Manquimávida,16-24,36.0
Mall,Pedro Medina,16-24,20.0
Mall,Chiguayante,16-24,32.0
Mall,Concepción,16-24,70.0
Mall,Mall,16-24,5.0
Mall,Lzo. Arenas,16-24,1.0
Mall,UTF Santa María,16-24,5.0
Mall,Los Cóndores,16-24,13.0
Mall,Higueras,16-24,10.0
Mall,El Arenal,16-24,9.0
Mall,Mercado,16-24,7.0
Mall,Juan Pablo II,16-24,7.0
Mall,Diagonal Bio Bio,16-24,13.0
Mall,Alborada,16-24,17.0
Mall,Costa Mar,16-24,63.0
Mall,El Parque,16-24,14.0
Mall,Lomas Coloradas,16-24,75.0
Mall,Cdal. Raúl Silva Henríquez,16-24,55.0
Mall,Hito Galvarino,16-24,19.0
Mall,Los Canelos,16-24,66.0
Mall,Huinca,16-24,33.0
Mall,Cristo Redentor,16-24,42.0
Mall,Laguna Quiñenco,16-24,50.0
Mall,Coronel,16-24,59.0
Lzo. Arenas,Hualqui,16-24,31.0
Lzo. Arenas,La Leonera,16-24,17.0
Lzo. Arenas,Manquimávida,16-24,20.0
Lzo. Arenas,Pedro Medina,16-24,13.0
Lzo. Arenas,Chiguayante,16-24,14.0
Lzo. Arenas,Concepción,16-24,9.0
Lzo. Arenas,Mall,16-24,3.0
Lzo. Arenas,Lzo. Arenas,16-24,5.0
Lzo. Arenas,UTF Santa María,16-24,5.0
Lzo. Arenas,Los Cóndores,16-24,12.0
Lzo. Arenas,Higueras,16-24,8.0
Lzo. Arenas,El Arenal,16-24,7.0
Lzo. Arenas,Mercado,16-24,6.0
Lzo. Arenas,Juan Pablo II,16-24,1.0
Lzo. Arenas,Diagonal Bio Bio,16-24,1.0
Lzo. Arenas,Alborada,16-24,2.0
Lzo. Arenas,Costa Mar,16-24,11.0
Lzo. Arenas,El Parque,16-24,4.0
Lzo. Arenas,Lomas Coloradas,16-24,8.0
Lzo. Arenas,Cdal. Raúl Silva Henríquez,16-24,9.0
Lzo. Arenas,Hito Galvarino,16-24,3.0
Lzo. Arenas,Los Canelos,16-24,10.0
Lzo. Arenas,Huinca,16-24,2.0
Lzo. Arenas,Cristo Redentor,16-24,10.0
Lzo. Arenas,Laguna Quiñenco,16-24,3.0
Lzo. Arenas,Coronel,16-24,3.0
UTF Santa María,Hualqui,16-24,24.0
UTF Santa María,La Leonera,16-24,21.0
UTF Santa María,Manquimávida,16-24,12.0
UTF Santa María,Pedro Medina,16-24,12.0
UTF Santa María,Chiguayante,16-24,22.0
UTF Santa María,Concepción,16-24,21.0
UTF Santa María,Mall,16-24,2.0
UTF Santa María,Lzo. Arenas,16-24,4.0
UTF Santa María,UTF Santa María,16-24,2.0
UTF Santa María,Los Cóndores,16-24,9.0
UTF Santa María,Higueras,16-24,2.0
UTF Santa María,El Arenal,16-24,5.0
UTF Santa María,Mercado,16-24,3.0
UTF Santa María,Juan Pablo II,16-24,2.0
UTF Santa María,Diagonal Bio Bio,16-24,2.0
UTF Santa María,Alborada,16-24,5.0
UTF Santa María,Costa Mar,16-24,17.0
UTF Santa María,El Parque,16-24,1.0
UTF Santa María,Lomas Coloradas,16-24,12.0
UTF Santa María,Cdal. Raúl Silva Henríquez,16-24,18.0
UTF Santa María,Hito Galvarino,16-24,2.0
UTF Santa María,Los Canelos,16-24,10.0
UTF Santa María,Huinca,16-24,9.0
UTF Santa María,Cristo Redentor,16-24,8.0
UTF Santa María,Laguna Quiñenco,16-24,8.0
UTF Santa María,Coronel,16-24,8.0
Los Cóndores,Hualqui,16-24,23.0
Los Cóndores,La Leonera,16-24,33.0
Los Cóndores,Manquimávida,16-24,18.0
Los Cóndores,Pedro Medina,16-24,11.0
Los Cóndores,Chiguayante,16-24,16.0
Los Cóndores,Concepción,16-24,31.0
Los Cóndores,Mall,16-24,8.0
Los Cóndores,Lzo. Arenas,16-24,10.0
Los Cóndores,UTF Santa María,16-24,5.0
Los Cóndores,Los Cóndores,16-24,2.0
Los Cóndores,Higueras,16-24,1.0
Los Cóndores,El Arenal,16-24,1.0
Los Cóndores,Mercado,16-24,3.0
Los Cóndores,Juan Pablo II,16-24,5.0
Los Cóndores,Diagonal Bio Bio,16-24,8.0
Los Cóndores,Alborada,16-24,1.0
Los Cóndores,Costa Mar,16-24,14.0
Los Cóndores,El Parque,16-24,4.0
Los Cóndores,Lomas Coloradas,16-24,17.0
Los Cóndores,Cdal. Raúl Silva Henríquez,16-24,7.0
Los Cóndores,Los Canelos,16-24,7.0
Los Cóndores,Huinca,16-24,3.0
Los Cóndores,Cristo Redentor,16-24,5.0
Los Cóndores,Laguna Quiñenco,16-24,8.0
Los Cóndores,Coronel,16-24,1.0
Higueras,Hualqui,16-24,31.0
Higueras,La Leonera,16-24,22.0
Higueras,Manquimávida,16-24,23.0
Higueras,Pedro Medina,16-24,23.0
Higueras,Chiguayante,16-24,31.0
Higueras,Concepción,16-24,73.0
Higueras,Mall,16-24,16.0
Higueras,Lzo. Arenas,16-24,12.0
Higueras,UTF Santa María,16-24,12.0
Higueras,Los Cóndores,16-24,6.0
Higueras,Higueras,16-24,1.0
Higueras,El Arenal,16-24,3.0
Higueras,Mercado,16-24,6.0
Higueras,Juan Pablo II,16-24,8.0
Higueras,Diagonal Bio Bio,16-24,8.0
Higueras,Alborada,16-24,7.0
Higueras,Costa Mar,16-24,17.0
Higueras,El Parque,16-24,2.0
Higueras,Lomas Coloradas,16-24,19.0
Higueras,Cdal. Raúl Silva Henríquez,16-24,11.0
Higueras,Hito Galvarino,16-24,6.0
Higueras,Los Canelos,16-24,15.0
Higueras,Huinca,16-24,4.0
Higueras,Cristo Redentor,16-24,18.0
Higueras,Laguna Quiñenco,16-24,11.0
Higueras,Coronel,16-24,9.0
El Arenal,Hualqui,16-24,22.0
El Arenal,La Leonera,16-24,9.0
El Arenal,Manquimávida,16-24,9.0
El Arenal,Pedro Medina,16-24,6.0
El Arenal,Chiguayante,16-24,14.0
El Arenal,Concepción,16-24,31.0
El Arenal,Mall,16-24,7.0
El Arenal,Lzo. Arenas,16-24,9.0
El Arenal,UTF Santa María,16-24,7.0
El Arenal,Los Cóndores,16-24,6.0
El Arenal,Higueras,16-24,2.0
El Arenal,Juan Pablo II,16-24,4.0
El Arenal,Diagonal Bio Bio,16-24,4.0
El Arenal,Alborada,16-24,2.0
El Arenal,Costa Mar,16-24,9.0
El Arenal,El Parque,16-24,3.0
El Arenal,Lomas Coloradas,16-24,5.0
El Arenal,Cdal. Raúl Silva Henríquez,16-24,5.0
El Arenal,Hito Galvarino,16-24,3.0
El Arenal,Los Canelos,16-24,6.0
El Arenal,Huinca,16-24,2.0
El Arenal,Cristo Redentor,16-24,3.0
El Arenal,Laguna Quiñenco,16-24,8.0
El Arenal,Coronel,16-24,3.0
Mercado,Hualqui,16-24,22.0
Mercado,La Leonera,16-24,21.0
Mercado,Manquimávida,16-24,24.0
Mercado,Pedro Medina,16-24,16.0
Mercado,Chiguayante,16-24,38.0
Mercado,Concepción,16-24,60.0
Mercado,Mall,16-24,18.0
Mercado,Lzo. Arenas,16-24,14.0
Mercado,UTF Santa María,16-24,13.0
Mercado,Los Cóndores,16-24,10.0
Mercado,Higueras,16-24,10.0
Mercado,Mercado,16-24,3.0
Mercado,Juan Pablo II,16-24,6.0
Mercado,Diagonal Bio Bio,16-24,8.0
Mercado,Alborada,16-24,3.0
Mercado,Costa Mar,16-24,22.0
Mercado,Lomas Coloradas,16-24,11.0
Mercado,Cdal. Raúl Silva Henríquez,16-24,22.0
Mercado,Hito Galvarino,16-24,5.0
Mercado,Los Canelos,16-24,16.0
Mercado,Huinca,16-24,8.0
Mercado,Cristo Redentor,16-24,11.0
Mercado,Laguna Quiñenco,16-24,12.0
Mercado,Coronel,16-24,9.0
Juan Pablo II,Hualqui,16-24,21.0
Juan Pablo II,La Leonera,16-24,14.0
Juan Pablo II,Manquimávida,16-24,13.0
Juan Pablo II,Pedro Medina,16-24,8.0
Juan Pablo II,Chiguayante,16-24,7.0
Juan Pablo II,Concepción,16-24,39.0
Juan Pablo II,Mall,16-24,2.0
Juan Pablo II,Lzo. Arenas,16-24,3.0
Juan Pablo II,UTF Santa María,16-24,6.0
Juan Pablo II,Los Cóndores,16-24,3.0
Juan Pablo II,Higueras,16-24,12.0
Juan Pablo II,El Arenal,16-24,8.0
Juan Pablo II,Mercado,16-24,6.0
Juan Pablo II,Juan Pablo II,16-24,6.0
Juan Pablo II,Diagonal Bio Bio,16-24,11.0
Juan Pablo II,Alborada,16-24,17.0
Juan Pablo II,Costa Mar,16-24,99.0
Juan Pablo II,El Parque,16-24,16.0
Juan Pablo II,Lomas Coloradas,16-24,127.0
Juan Pablo II,Cdal. Raúl Silva Henríquez,16-24,96.0
Juan Pablo II,Hito Galvarino,16-24,40.0
Juan Pablo II,Los Canelos,16-24,98.0
Juan Pablo II,Huinca,16-24,54.0
Juan Pablo II,Cristo Redentor,16-24,77.0
Juan Pablo II,Laguna Quiñenco,16-24,59.0
Juan Pablo II,Coronel,16-24,75.0
Diagonal Bio Bio,Hualqui,16-24,7.0
Diagonal Bio Bio,La Leonera,16-24,11.0
Diagonal Bio Bio,Manquimávida,16-24,2.0
Diagonal Bio Bio,Pedro Medina,16-24,7.0
Diagonal Bio Bio,Chiguayante,16-24,9.0
Diagonal Bio Bio,Concepción,16-24,33.0
Diagonal Bio Bio,Mall,16-24,3.0
Diagonal Bio Bio,UTF Santa María,16-24,6.0
Diagonal Bio Bio,Los Cóndores,16-24,4.0
Diagonal Bio Bio,Higueras,16-24,1.0
Diagonal Bio Bio,El Arenal,16-24,3.0
Diagonal Bio Bio,Mercado,16-24,1.0
Diagonal Bio Bio,Juan Pablo II,16-24,4.0
Diagonal Bio Bio,Diagonal Bio Bio,16-24,12.0
Diagonal Bio Bio,Alborada,16-24,31.0
Diagonal Bio Bio,Costa Mar,16-24,100.0
Diagonal Bio Bio,El Parque,16-24,26.0
Diagonal Bio Bio,Lomas Coloradas,16-24,111.0
Diagonal Bio Bio,Cdal. Raúl Silva Henríquez,16-24,70.0
Diagonal Bio Bio,Hito Galvarino,16-24,20.0
Diagonal Bio Bio,Los Canelos,16-24,66.0
Diagonal Bio Bio,Huinca,16-24,40.0
Diagonal Bio Bio,Cristo Redentor,16-24,56.0
Diagonal Bio Bio,Laguna Quiñenco,16-24,50.0
Diagonal Bio Bio,Coronel,16-24,37.0
Alborada,Hualqui,16-24,3.0
Alborada,La Leonera,16-24,5.0
Alborada,Manquimávida,16-24,5.0
Alborada,Pedro Medina,16-24,2.0
Alborada,Concepción,16-24,35.0
Alborada,Mall,16-24,5.0
Alborada,UTF Santa María,16-24,3.0
Alborada,Los Cóndores,16-24,6.0
Alborada,Higueras,16-24,1.0
Alborada,El Arenal,16-24,2.0
Alborada,Juan Pablo II,16-24,6.0
Alborada,Diagonal Bio Bio,16-24,15.0
Alborada,Alborada,16-24,2.0
Alborada,Costa Mar,16-24,7.0
Alborada,El Parque,16-24,1.0
Alborada,Lomas Coloradas,16-24,32.0
Alborada,Cdal. Raúl Silva Henríquez,16-24,27.0
Alborada,Hito Galvarino,16-24,11.0
Alborada,Los Canelos,16-24,12.0
Alborada,Huinca,16-24,11.0
Alborada,Cristo Redentor,16-24,19.0
Alborada,Laguna Quiñenco,16-24,7.0
Alborada,Coronel,16-24,11.0
Costa Mar,Hualqui,16-24,7.0
Costa Mar,La Leonera,16-24,8.0
Costa Mar,Manquimávida,16-24,2.0
Costa Mar,Pedro Medina,16-24,7.0
Costa Mar,Chiguayante,16-24,5.0
Costa Mar,Concepción,16-24,144.0
Costa Mar,Mall,16-24,16.0
Costa Mar,Lzo. Arenas,16-24,3.0
Costa Mar,UTF Santa María,16-24,10.0
Costa Mar,Los Cóndores,16-24,8.0
Costa Mar,Higueras,16-24,2.0
Costa Mar,El Arenal,16-24,5.0
Costa Mar,Mercado,16-24,5.0
Costa Mar,Juan Pablo II,16-24,23.0
Costa Mar,Diagonal Bio Bio,16-24,45.0
Costa Mar,Alborada,16-24,9.0
Costa Mar,Costa Mar,16-24,22.0
Costa Mar,El Parque,16-24,8.0
Costa Mar,Lomas Coloradas,16-24,94.0
Costa Mar,Cdal. Raúl Silva Henríquez,16-24,66.0
Costa Mar,Hito Galvarino,16-24,26.0
Costa Mar,Los Canelos,16-24,110.0
Costa Mar,Huinca,16-24,67.0
Costa Mar,Cristo Redentor,16-24,107.0
Costa Mar,Laguna Quiñenco,16-24,126.0
Costa Mar,Coronel,16-24,85.0
El Parque,Hualqui,16-24,17.0
El Parque,La Leonera,16-24,16.0
El Parque,Manquimávida,16-24,8.0
El Parque,Pedro Medina,16-24,5.0
El Parque,Chiguayante,16-24,5.0
El Parque,Concepción,16-24,123.0
El Parque,Mall,16-24,32.0
El Parque,Lzo. Arenas,16-24,4.0
El Parque,UTF Santa María,16-24,7.0
El Parque,Los Cóndores,16-24,12.0
El Parque,Higueras,16-24,8.0
El Parque,El Arenal,16-24,5.0
El Parque,Mercado,16-24,5.0
El Parque,Juan Pablo II,16-24,19.0
El Parque,Diagonal Bio Bio,16-24,32.0
El Parque,Alborada,16-24,9.0
El Parque,Costa Mar,16-24,28.0
El Parque,El Parque,16-24,4.0
El Parque,Lomas Coloradas,16-24,25.0
El Parque,Cdal. Raúl Silva Henríquez,16-24,29.0
El Parque,Hito Galvarino,16-24,11.0
El Parque,Los Canelos,16-24,27.0
El Parque,Huinca,16-24,29.0
El Parque,Cristo Redentor,16-24,50.0
El Parque,Laguna Quiñenco,16-24,56.0
El Parque,Coronel,16-24,28.0
Lomas Coloradas,Hualqui,16-24,2.0
Lomas Coloradas,La Leonera,16-24,14.0
Lomas Coloradas,Manquimávida,16-24,5.0
Lomas Coloradas,Pedro Medina,16-24,6.0
Lomas Coloradas,Chiguayante,16-24,5.0
Lomas Coloradas,Concepción,16-24,199.0
Lomas Coloradas,Mall,16-24,18.0
Lomas Coloradas,Lzo. Arenas,16-24,3.0
Lomas Coloradas,UTF Santa María,16-24,7.0
Lomas Coloradas,Los Cóndores,16-24,5.0
Lomas Coloradas,Higueras,16-24,6.0
Lomas Coloradas,El Arenal,16-24,5.0
Lomas Coloradas,Mercado,16-24,2.0
Lomas Coloradas,Juan Pablo II,16-24,50.0
Lomas Coloradas,Diagonal Bio Bio,16-24,67.0
Lomas Coloradas,Alborada,16-24,35.0
Lomas Coloradas,Costa Mar,16-24,97.0
Lomas Coloradas,El Parque,16-24,10.0
Lomas Coloradas,Lomas Coloradas,16-24,16.0
Lomas Coloradas,Cdal. Raúl Silva Henríquez,16-24,42.0
Lomas Coloradas,Hito Galvarino,16-24,19.0
Lomas Coloradas,Los Canelos,16-24,103.0
Lomas Coloradas,Huinca,16-24,53.0
Lomas Coloradas,Cristo Redentor,16-24,78.0
Lomas Coloradas,Laguna Quiñenco,16-24,70.0
Lomas Coloradas,Coronel,16-24,52.0
Cdal. Raúl Silva Henríquez,La Leonera,16-24,3.0
Cdal. Raúl Silva Henríquez,Manquimávida,16-24,3.0
Cdal. Raúl Silva Henríquez,Pedro Medina,16-24,1.0
Cdal. Raúl Silva Henríquez,Chiguayante,16-24,2.0
Cdal. Raúl Silva Henríquez,Concepción,16-24,110.0
Cdal. Raúl Silva Henríquez,Mall,16-24,12.0
Cdal. Raúl Silva Henríquez,Lzo. Arenas,16-24,1.0
Cdal. Raúl Silva Henríquez,UTF Santa María,16-24,1.0
Cdal. Raúl Silva Henríquez,Los Cóndores,16-24,3.0
Cdal. Raúl Silva Henríquez,Higueras,16-24,5.0
Cdal. Raúl Silva Henríquez,Mercado,16-24,3.0
Cdal. Raúl Silva Henríquez,Juan Pablo II,16-24,40.0
Cdal. Raúl Silva Henríquez,Diagonal Bio Bio,16-24,22.0
Cdal. Raúl Silva Henríquez,Alborada,16-24,8.0
Cdal. Raúl Silva Henríquez,Costa Mar,16-24,36.0
Cdal. Raúl Silva Henríquez,El Parque,16-24,4.0
Cdal. Raúl Silva Henríquez,Lomas Coloradas,16-24,20.0
Cdal. Raúl Silva Henríquez,Cdal. Raúl Silva Henríquez,16-24,12.0
Cdal. Raúl Silva Henríquez,Hito Galvarino,16-24,9.0
Cdal. Raúl Silva Henríquez,Los Canelos,16-24,32.0
Cdal. Raúl Silva Henríquez,Huinca,16-24,24.0
Cdal. Raúl Silva Henríquez,Cristo Redentor,16-24,32.0
Cdal. Raúl Silva Henríquez,Laguna Quiñenco,16-24,23.0
Cdal. Raúl Silva Henríquez,Coronel,16-24,30.0
Hito Galvarino,Hualqui,16-24,8.0
Hito Galvarino,La Leonera,16-24,4.0
Hito Galvarino,Manquimávida,16-24,3.0
Hito Galvarino,Pedro Medina,16-24,5.0
Hito Galvarino,Concepción,16-24,151.0
Hito Galvarino,Mall,16-24,14.0
Hito Galvarino,Lzo. Arenas,16-24,2.0
Hito Galvarino,UTF Santa María,16-24,5.0
Hito Galvarino,Los Cóndores,16-24,7.0
Hito Galvarino,Higueras,16-24,6.0
Hito Galvarino,El Arenal,16-24,3.0
Hito Galvarino,Mercado,16-24,1.0
Hito Galvarino,Juan Pablo II,16-24,34.0
Hito Galvarino,Diagonal Bio Bio,16-24,23.0
Hito Galvarino,Alborada,16-24,11.0
Hito Galvarino,Costa Mar,16-24,43.0
Hito Galvarino,El Parque,16-24,10.0
Hito Galvarino,Lomas Coloradas,16-24,28.0
Hito Galvarino,Cdal. Raúl Silva Henríquez,16-24,12.0
Hito Galvarino,Hito Galvarino,16-24,4.0
Hito Galvarino,Los Canelos,16-24,29.0
Hito Galvarino,Huinca,16-24,31.0
Hito Galvarino,Cristo Redentor,16-24,52.0
Hito Galvarino,Laguna Quiñenco,16-24,42.0
Hito Galvarino,Coronel,16-24,28.0
Los Canelos,Hualqui,16-24,5.0
Los Canelos,La Leonera,16-24,6.0
Los Canelos,Manquimávida,16-24,7.0
Los Canelos,Pedro Medina,16-24,2.0
Los Canelos,Chiguayante,16-24,6.0
Los Canelos,Concepción,16-24,283.0
Los Canelos,Mall,16-24,19.0
Los Canelos,Lzo. Arenas,16-24,8.0
Los Canelos,UTF Santa María,16-24,5.0
Los Canelos,Los Cóndores,16-24,17.0
Los Canelos,Higueras,16-24,3.0
Los Canelos,El Arenal,16-24,5.0
Los Canelos,Mercado,16-24,3.0
Los Canelos,Juan Pablo II,16-24,45.0
Los Canelos,Diagonal Bio Bio,16-24,48.0
Los Canelos,Alborada,16-24,17.0
Los Canelos,Costa Mar,16-24,90.0
Los Canelos,El Parque,16-24,19.0
Los Canelos,Lomas Coloradas,16-24,67.0
Los Canelos,Cdal. Raúl Silva Henríquez,16-24,62.0
Los Canelos,Hito Galvarino,16-24,18.0
Los Canelos,Los Canelos,16-24,26.0
Los Canelos,Huinca,16-24,21.0
Los Canelos,Cristo Redentor,16-24,46.0
Los Canelos,Laguna Quiñenco,16-24,75.0
Los Canelos,Coronel,16-24,46.0
Huinca,Hualqui,16-24,4.0
Huinca,La Leonera,16-24,1.0
Huinca,Manquimávida,16-24,2.0
Huinca,Chiguayante,16-24,1.0
Huinca,Concepción,16-24,165.0
Huinca,Mall,16-24,16.0
Huinca,Lzo. Arenas,16-24,1.0
Huinca,UTF Santa María,16-24,2.0
Huinca,Los Cóndores,16-24,5.0
Huinca,Higueras,16-24,1.0
Huinca,Mercado,16-24,2.0
Huinca,Juan Pablo II,16-24,33.0
Huinca,Diagonal Bio Bio,16-24,25.0
Huinca,Alborada,16-24,12.0
Huinca,Costa Mar,16-24,40.0
Huinca,El Parque,16-24,11.0
Huinca,Lomas Coloradas,16-24,34.0
Huinca,Cdal. Raúl Silva Henríquez,16-24,21.0
Huinca,Hito Galvarino,16-24,14.0
Huinca,Los Canelos,16-24,13.0
Huinca,Huinca,16-24,6.0
Huinca,Cristo Redentor,16-24,16.0
Huinca,Laguna Quiñenco,16-24,36.0
Huinca,Coronel,16-24,12.0
Cristo Redentor,La Leonera,16-24,3.0
Cristo Redentor,Manquimávida,16-24,3.0
Cristo Redentor,Chiguayante,16-24,4.0
Cristo Redentor,Concepción,16-24,154.0
Cristo Redentor,Mall,16-24,15.0
Cristo Redentor,Lzo. Arenas,16-24,1.0
Cristo Redentor,UTF Santa María,16-24,3.0
Cristo Redentor,Los Cóndores,16-24,4.0
Cristo Redentor,Higueras,16-24,1.0
Cristo Redentor,El Arenal,16-24,4.0
Cristo Redentor,Mercado,16-24,2.0
Cristo Redentor,Juan Pablo II,16-24,19.0
Cristo Redentor,Diagonal Bio Bio,16-24,20.0
Cristo Redentor,Alborada,16-24,10.0
Cristo Redentor,Costa Mar,16-24,54.0
Cristo Redentor,El Parque,16-24,17.0
Cristo Redentor,Lomas Coloradas,16-24,39.0
Cristo Redentor,Cdal. Raúl Silva Henríquez,16-24,26.0
Cristo Redentor,Hito Galvarino,16-24,19.0
Cristo Redentor,Los Canelos,16-24,43.0
Cristo Redentor,Huinca,16-24,19.0
Cristo Redentor,Cristo Redentor,16-24,15.0
Cristo Redentor,Laguna Quiñenco,16-24,30.0
Cristo Redentor,Coronel,16-24,23.0
Laguna Quiñenco,Hualqui,16-24,1.0
Laguna Quiñenco,La Leonera,16-24,2.0
Laguna Quiñenco,Manquimávida,16-24,2.0
Laguna Quiñenco,Pedro Medina,16-24,2.0
Laguna Quiñenco,Concepción,16-24,165.0
Laguna Quiñenco,Mall,16-24,20.0
Laguna Quiñenco,Lzo. Arenas,16-24,1.0
Laguna Quiñenco,UTF Santa María,16-24,2.0
Laguna Quiñenco,Los Cóndores,16-24,6.0
Laguna Quiñenco,Mercado,16-24,7.0
Laguna Quiñenco,Juan Pablo II,16-24,20.0
Laguna Quiñenco,Diagonal Bio Bio,16-24,25.0
Laguna Quiñenco,Alborada,16-24,6.0
Laguna Quiñenco,Costa Mar,16-24,74.0
Laguna Quiñenco,El Parque,16-24,22.0
Laguna Quiñenco,Lomas Coloradas,16-24,42.0
Laguna Quiñenco,Cdal. Raúl Silva Henríquez,16-24,35.0
Laguna Quiñenco,Hito Galvarino,16-24,22.0
Laguna Quiñenco,Los Canelos,16-24,92.0
Laguna Quiñenco,Huinca,16-24,40.0
Laguna Quiñenco,Cristo Redentor,16-24,53.0
Laguna Quiñenco,Laguna Quiñenco,16-24,10.0
Laguna Quiñenco,Coronel,16-24,17.0
Coronel,Hualqui,16-24,4.0
Coronel,La Leonera,16-24,11.0
Coronel,Manquimávida,16-24,6.0
Coronel,Pedro Medina,16-24,9.0
Coronel,Chiguayante,16-24,8.0
Coronel,Concepción,16-24,385.0
Coronel,Mall,16-24,27.0
Coronel,Lzo. Arenas,16-24,5.0
Coronel,UTF Santa María,16-24,10.0
Coronel,Los Cóndores,16-24,16.0
Coronel,Higueras,16-24,19.0
Coronel,El Arenal,16-24,8.0
Coronel,Mercado,16-24,11.0
Coronel,Juan Pablo II,16-24,70.0
Coronel,Diagonal Bio Bio,16-24,75.0
Coronel,Alborada,16-24,20.0
Coronel,Costa Mar,16-24,102.0
Coronel,El Parque,16-24,30.0
Coronel,Lomas Coloradas,16-24,86.0
Coronel,Cdal. Raúl Silva Henríquez,16-24,80.0
Coronel,Hito Galvarino,16-24,24.0
Coronel,Los Canelos,16-24,84.0
Coronel,Huinca,16-24,55.0
Coronel,Cristo Redentor,16-24,77.0
Coronel,Laguna Quiñenco,16-24,54.0
Coronel,Coronel,16-24,10.0
