linea,tren_id,sentido,estacion,dist_km,hora_min
L2,L2-CW->CC-17,CW->CC,Los Canelos,21.125,548.5
L2,L2-CW->CC-17,CW->CC,Hito Galvarino,18.048,552.17
L2,L2-CW->CC-17,CW->CC,Card. Raúl Silva Henriquez,13.151,558.0
L2,L2-CW->CC-17,CW->CC,LOMAS COLORADAS,10.983,560.58
L2,L2-CW->CC-17,CW->CC,El Parque,9.614,563.0
L2,L2-CW->CC-17,CW->CC,Costa Mar,8.339,565.25
L2,L2-CW->CC-17,CW->CC,Alborada,7.442,566.92
L2,L2-CW->CC-17,CW->CC,Diagonal Bio Bio,5.569,569.42
L2,L2-CW->CC-17,CW->CC,Juan Pablo II,3.838,571.83
L2,L2-CW->CC-17,CW->CC,CONCEPCIÓN,0.0,577.58
L2,L2-CW->CC-18,CW->CC,CORONEL,28.4,555.0
L2,L2-CW->CC-18,CW->CC,Laguna Quiñenco,26.302,557.42
L2,L2-CW->CC-18,CW->CC,Cristo Redentor,24.203,559.83
L2,L2-CW->CC-18,CW->CC,Huinca,22.524,561.83
L2,L2-CW->CC-18,CW->CC,Los Canelos,21.125,563.5
L2,L2-CW->CC-18,CW->CC,Hito Galvarino,18.048,567.17
L2,L2-CW->CC-18,CW->CC,Card. Raúl Silva Henriquez,13.151,573.0
L2,L2-CW->CC-18,CW->CC,LOMAS COLORADAS,10.983,575.58
L2,L2-CW->CC-18,CW->CC,El Parque,9.614,578.0
L2,L2-CW->CC-18,CW->CC,Costa Mar,8.339,580.25
L2,L2-CW->CC-18,CW->CC,Alborada,7.442,581.92
L2,L2-CW->CC-18,CW->CC,Diagonal Bio Bio,5.569,584.42
L2,L2-CW->CC-18,CW->CC,Juan Pablo II,3.838,586.83
L2,L2-CW->CC-18,CW->CC,CONCEPCIÓN,0.0,592.58
L2,L2-CW->CC-19,CW->CC,CORONEL,28.4,570.0
L2,L2-CW->CC-19,CW->CC,Laguna Quiñenco,26.302,572.42
L2,L2-CW->CC-19,CW->CC,Cristo Redentor,24.203,574.83
L2,L2-CW->CC-19,CW->CC,Huinca,22.524,576.83
L2,L2-CW->CC-19,CW->CC,Los Canelos,21.125,578.5
L2,L2-CW->CC-19,CW->CC,Hito Galvarino,18.048,582.17
L2,L2-CW->CC-19,CW->CC,Card. Raúl Silva Henriquez,13.151,588.0
L2,L2-CW->CC-19,CW->CC,LOMAS COLORADAS,10.983,590.58
L2,L2-CW->CC-19,CW->CC,El Parque,9.614,593.0
L2,L2-CW->CC-19,CW->CC,Costa Mar,8.339,595.25
L2,L2-CW->CC-19,CW->CC,Alborada,7.442,596.92
L2,L2-CW->CC-19,CW->CC,Diagonal Bio Bio,5.569,599.42
L2,L2-CW->CC-19,CW->CC,Juan Pablo II,3.838,601.83
L2,L2-CW->CC-19,CW->CC,CONCEPCIÓN,0.0,607.58
L2,L2-CW->CC-20,CW->CC,CORONEL,28.4,585.0
L2,L2-CW->CC-20,CW->CC,Laguna Quiñenco,26.302,587.42
L2,L2-CW->CC-20,CW->CC,Cristo Redentor,24.203,589.83
L2,L2-CW->CC-20,CW->CC,Huinca,22.524,591.83
L2,L2-CW->CC-20,CW->CC,Los Canelos,21.125,593.5
L2,L2-CW->CC-20,CW->CC,Hito Galvarino,18.048,597.17
L2,L2-CW->CC-20,CW->CC,Card. Raúl Silva Henriquez,13.151,603.0
L2,L2-CW->CC-20,CW->CC,LOMAS COLORADAS,10.983,605.58
L2,L2-CW->CC-20,CW->CC,El Parque,9.614,608.0
L2,L2-CW->CC-20,CW->CC,Costa Mar,8.339,610.25
L2,L2-CW->CC-20,CW->CC,Alborada,7.442,611.92
L2,L2-CW->CC-20,CW->CC,Diagonal Bio Bio,5.569,614.42
L2,L2-CW->CC-20,CW->CC,Juan Pablo II,3.838,616.83
L2,L2-CW->CC-20,CW->CC,CONCEPCIÓN,0.0,622.58
L2,L2-CW->CC-21,CW->CC,CORONEL,28.4,600.0
L2,L2-CW->CC-21,CW->CC,Laguna Quiñenco,26.302,602.42
L2,L2-CW->CC-21,CW->CC,Cristo Redentor,24.203,604.83
L2,L2-CW->CC-21,CW->CC,Huinca,22.524,606.83
L2,L2-CW->CC-21,CW->CC,Los Canelos,21.125,608.5
L2,L2-CW->CC-21,CW->CC,Hito Galvarino,18.048,612.17
L2,L2-CW->CC-21,CW->CC,Card. Raúl Silva Henriquez,13.151,618.0
L2,L2-CW->CC-21,CW->CC,LOMAS COLORADAS,10.983,620.58
L2,L2-CW->CC-21,CW->CC,El Parque,9.614,623.0
L2,L2-CW->CC-21,CW->CC,Costa Mar,8.339,625.25
L2,L2-CW->CC-21,CW->CC,Alborada,7.442,626.92
L2,L2-CW->CC-21,CW->CC,Diagonal Bio Bio,5.569,629.42
L2,L2-CW->CC-21,CW->CC,Juan Pablo II,3.838,631.83
L2,L2-CW->CC-21,CW->CC,CONCEPCIÓN,0.0,637.58
L2,L2-CW->CC-22,CW->CC,CORONEL,28.4,630.0
L2,L2-CW->CC-22,CW->CC,Laguna Quiñenco,26.302,632.42
L2,L2-CW->CC-22,CW->CC,Cristo Redentor,24.203,634.83
L2,L2-CW->CC-22,CW->CC,Huinca,22.524,636.83
L2,L2-CW->CC-22,CW->CC,Los Canelos,21.125,638.5
L2,L2-CW->CC-22,CW->CC,Hito Galvarino,18.048,642.17
L2,L2-CW->CC-22,CW->CC,Card. Raúl Silva Henriquez,13.151,648.0
L2,L2-CW->CC-22,CW->CC,LOMAS COLORADAS,10.983,650.58
L2,L2-CW->CC-22,CW->CC,El Parque,9.614,653.0
L2,L2-CW->CC-22,CW->CC,Costa Mar,8.339,655.25
L2,L2-CW->CC-22,CW->CC,Alborada,7.442,656.92
L2,L2-CW->CC-22,CW->CC,Diagonal Bio Bio,5.569,659.42
L2,L2-CW->CC-22,CW->CC,Juan Pablo II,3.838,661.83
L2,L2-CW->CC-22,CW->CC,CONCEPCIÓN,0.0,667.58
L2,L2-CW->CC-23,CW->CC,CORONEL,28.4,660.0
L2,L2-CW->CC-23,CW->CC,Laguna Quiñenco,26.302,662.42
L2,L2-CW->CC-23,CW->CC,Cristo Redentor,24.203,664.83
L2,L2-CW->CC-23,CW->CC,Huinca,22.524,666.83
L2,L2-CW->CC-23,CW->CC,Los Canelos,21.125,668.5
L2,L2-CW->CC-23,CW->CC,Hito Galvarino,18.048,672.17
L2,L2-CW->CC-23,CW->CC,Card. Raúl Silva Henriquez,13.151,678.0
L2,L2-CW->CC-23,CW->CC,LOMAS COLORADAS,10.983,680.58
L2,L2-CW->CC-23,CW->CC,El Parque,9.614,683.0
L2,L2-CW->CC-23,CW->CC,Costa Mar,8.339,685.25
L2,L2-CW->CC-23,CW->CC,Alborada,7.442,686.92
L2,L2-CW->CC-23,CW->CC,Diagonal Bio Bio,5.569,689.42
L2,L2-CW->CC-23,CW->CC,Juan Pablo II,3.838,691.83
L2,L2-CW->CC-23,CW->CC,CONCEPCIÓN,0.0,697.58
L2,L2-CW->CC-24,CW->CC,CORONEL,28.4,690.0
L2,L2-CW->CC-24,CW->CC,Laguna Quiñenco,26.302,692.42
L2,L2-CW->CC-24,CW->CC,Cristo Redentor,24.203,694.83
L2,L2-CW->CC-24,CW->CC,Huinca,22.524,696.83
L2,L2-CW->CC-24,CW->CC,Los Canelos,21.125,698.5
L2,L2-CW->CC-24,CW->CC,Hito Galvarino,18.048,702.17
L2,L2-CW->CC-24,CW->CC,Card. Raúl Silva Henriquez,13.151,708.0
L2,L2-CW->CC-24,CW->CC,LOMAS COLORADAS,10.983,710.58
L2,L2-CW->CC-24,CW->CC,El Parque,9.614,713.0
L2,L2-CW->CC-24,CW->CC,Costa Mar,8.339,715.25
L2,L2-CW->CC-24,CW->CC,Alborada,7.442,716.92
L2,L2-CW->CC-24,CW->CC,Diagonal Bio Bio,5.569,719.42
L2,L2-CW->CC-24,CW->CC,Juan Pablo II,3.838,721.83
L2,L2-CW->CC-24,CW->CC,CONCEPCIÓN,0.0,727.58
L2,L2-CW->CC-25,CW->CC,CORONEL,28.4,720.0
L2,L2-CW->CC-25,CW->CC,Laguna Quiñenco,26.302,722.42
L2,L2-CW->CC-25,CW->CC,Cristo Redentor,24.203,724.83
L2,L2-CW->CC-25,CW->CC,Huinca,22.524,726.83
L2,L2-CW->CC-25,CW->CC,Los Canelos,21.125,728.5
L2,L2-CW->CC-25,CW->CC,Hito Galvarino,18.048,732.17
L2,L2-CW->CC-25,CW->CC,Card. Raúl Silva Henriquez,13.151,738.0
L2,L2-CW->CC-25,CW->CC,LOMAS COLORADAS,10.983,740.58
L2,L2-CW->CC-25,CW->CC,El Parque,9.614,743.0
L2,L2-CW->CC-25,CW->CC,Costa Mar,8.339,745.25
L2,L2-CW->CC-25,CW->CC,Alborada,7.442,746.92
L2,L2-CW->CC-25,CW->CC,Diagonal Bio Bio,5.569,749.42
L2,L2-CW->CC-25,CW->CC,Juan Pablo II,3.838,751.83
L2,L2-CW->CC-25,CW->CC,CONCEPCIÓN,0.0,757.58
L2,L2-CW->CC-26,CW->CC,CORONEL,28.4,750.0
L2,L2-CW->CC-26,CW->CC,Laguna Quiñenco,26.302,752.42
L2,L2-CW->CC-26,CW->CC,Cristo Redentor,24.203,754.83
L2,L2-CW->CC-26,CW->CC,Huinca,22.524,756.83
L2,L2-CW->CC-26,CW->CC,Los Canelos,21.125,758.5
L2,L2-CW->CC-26,CW->CC,Hito Galvarino,18.048,762.17
L2,L2-CW->CC-26,CW->CC,Card. Raúl Silva Henriquez,13.151,768.0
L2,L2-CW->CC-26,CW->CC,LOMAS COLORADAS,10.983,770.58
L2,L2-CW->CC-26,CW->CC,El Parque,9.614,773.0
L2,L2-CW->CC-26,CW->CC,Costa Mar,8.339,775.25
L2,L2-CW->CC-26,CW->CC,Alborada,7.442,776.92
L2,L2-CW->CC-26,CW->CC,Diagonal Bio Bio,5.569,779.42
L2,L2-CW->CC-26,CW->CC,Juan Pablo II,3.838,781.83
L2,L2-CW->CC-26,CW->CC,CONCEPCIÓN,0.0,787.58
L2,L2-CW->CC-27,CW->CC,CORONEL,28.4,780.0
L2,L2-CW->CC-27,CW->CC,Laguna Quiñenco,26.302,782.42
L2,L2-CW->CC-27,CW->CC,Cristo Redentor,24.203,784.83
L2,L2-CW->CC-27,CW->CC,Huinca,22.524,786.83
L2,L2-CW->CC-27,CW->CC,Los Canelos,21.125,788.5
L2,L2-CW->CC-27,CW->CC,Hito Galvarino,18.048,792.17
L2,L2-CW->CC-27,CW->CC,Card. Raúl Silva Henriquez,13.151,798.0
L2,L2-CW->CC-27,CW->CC,LOMAS COLORADAS,10.983,800.58
L2,L2-CW->CC-27,CW->CC,El Parque,9.614,803.0
L2,L2-CW->CC-27,CW->CC,Costa Mar,8.339,805.25
L2,L2-CW->CC-27,CW->CC,Alborada,7.442,806.92
L2,L2-CW->CC-27,CW->CC,Diagonal Bio Bio,5.569,809.42
L2,L2-CW->CC-27,CW->CC,Juan Pablo II,3.838,811.83
L2,L2-CW->CC-27,CW->CC,CONCEPCIÓN,0.0,817.58
L2,L2-CW->CC-28,CW->CC,CORONEL,28.4,810.0
L2,L2-CW->CC-28,CW->CC,Laguna Quiñenco,26.302,812.42
L2,L2-CW->CC-28,CW->CC,Cristo Redentor,24.203,814.83
L2,L2-CW->CC-28,CW->CC,Huinca,22.524,816.83
L2,L2-CW->CC-28,CW->CC,Los Canelos,21.125,818.5
L2,L2-CW->CC-28,CW->CC,Hito Galvarino,18.048,822.17
L2,L2-CW->CC-28,CW->CC,Card. Raúl Silva Henriquez,13.151,828.0
L2,L2-CW->CC-28,CW->CC,LOMAS COLORADAS,10.983,830.58
L2,L2-CW->CC-28,CW->CC,El Parque,9.614,833.0
L2,L2-CW->CC-28,CW->CC,Costa Mar,8.339,835.25
L2,L2-CW->CC-28,CW->CC,Alborada,7.442,836.92
L2,L2-CW->CC-28,CW->CC,Diagonal Bio Bio,5.569,839.42
L2,L2-CW->CC-28,CW->CC,Juan Pablo II,3.838,841.83
L2,L2-CW->CC-28,CW->CC,CONCEPCIÓN,0.0,847.58
L2,L2-CW->CC-29,CW->CC,CORONEL,28.4,840.0
L2,L2-CW->CC-29,CW->CC,Laguna Quiñenco,26.302,842.42
L2,L2-CW->CC-29,CW->CC,Cristo Redentor,24.203,844.83
L2,L2-CW->CC-29,CW->CC,Huinca,22.524,846.83
L2,L2-CW->CC-29,CW->CC,Los Canelos,21.125,848.5
L2,L2-CW->CC-29,CW->CC,Hito Galvarino,18.048,852.17
L2,L2-CW->CC-29,CW->CC,Card. Raúl Silva Henriquez,13.151,858.0
L2,L2-CW->CC-29,CW->CC,LOMAS COLORADAS,10.983,860.58
L2,L2-CW->CC-29,CW->CC,El Parque,9.614,863.0
L2,L2-CW->CC-29,CW->CC,Costa Mar,8.339,865.25
L2,L2-CW->CC-29,CW->CC,Alborada,7.442,866.92
L2,L2-CW->CC-29,CW->CC,Diagonal Bio Bio,5.569,869.42
L2,L2-CW->CC-29,CW->CC,Juan Pablo II,3.838,871.83
L2,L2-CW->CC-29,CW->CC,CONCEPCIÓN,0.0,877.58
L2,L2-CW->CC-30,CW->CC,CORONEL,28.4,870.0
L2,L2-CW->CC-30,CW->CC,Laguna Quiñenco,26.302,872.42
L2,L2-CW->CC-30,CW->CC,Cristo Redentor,24.203,874.83
L2,L2-CW->CC-30,CW->CC,Huinca,22.524,876.83
L2,L2-CW->CC-30,CW->CC,Los Canelos,21.125,878.5
L2,L2-CW->CC-30,CW->CC,Hito Galvarino,18.048,882.17
L2,L2-CW->CC-30,CW->CC,Card. Raúl Silva Henriquez,13.151,888.0
L2,L2-CW->CC-30,CW->CC,LOMAS COLORADAS,10.983,890.58
L2,L2-CW->CC-30,CW->CC,El Parque,9.614,893.0
L2,L2-CW->CC-30,CW->CC,Costa Mar,8.339,895.25
L2,L2-CW->CC-30,CW->CC,Alborada,7.442,896.92
L2,L2-CW->CC-30,CW->CC,Diagonal Bio Bio,5.569,899.42
L2,L2-CW->CC-30,CW->CC,Juan Pablo II,3.838,901.83
L2,L2-CW->CC-30,CW->CC,CONCEPCIÓN,0.0,907.58
L2,L2-CW->CC-31,CW->CC,CORONEL,28.4,900.0
L2,L2-CW->CC-31,CW->CC,Laguna Quiñenco,26.302,902.42
L2,L2-CW->CC-31,CW->CC,Cristo Redentor,24.203,904.83
L2,L2-CW->CC-31,CW->CC,Huinca,22.524,906.83
L2,L2-CW->CC-31,CW->CC,Los Canelos,21.125,908.5
L2,L2-CW->CC-31,CW->CC,Hito Galvarino,18.048,912.17
L2,L2-CW->CC-31,CW->CC,Card. Raúl Silva Henriquez,13.151,918.0
L2,L2-CW->CC-31,CW->CC,LOMAS COLORADAS,10.983,920.58
L2,L2-CW->CC-31,CW->CC,El Parque,9.614,923.0
L2,L2-CW->CC-31,CW->CC,Costa Mar,8.339,925.25
L2,L2-CW->CC-31,CW->CC,Alborada,7.442,926.92
L2,L2-CW->CC-31,CW->CC,Diagonal Bio Bio,5.569,929.42
L2,L2-CW->CC-31,CW->CC,Juan Pablo II,3.838,931.83
L2,L2-CW->CC-31,CW->CC,CONCEPCIÓN,0.0,937.58
L2,L2-CW->CC-32,CW->CC,CORONEL,28.4,930.0
L2,L2-CW->CC-32,CW->CC,Laguna Quiñenco,26.302,932.42
L2,L2-CW->CC-32,CW->CC,Cristo Redentor,24.203,934.83
L2,L2-CW->CC-32,CW->CC,Huinca,22.524,936.83
L2,L2-CW->CC-32,CW->CC,Los Canelos,21.125,938.5
L2,L2-CW->CC-32,CW->CC,Hito Galvarino,18.048,942.17
L2,L2-CW->CC-32,CW->CC,Card. Raúl Silva Henriquez,13.151,948.0
L2,L2-CW->CC-32,CW->CC,LOMAS COLORADAS,10.983,950.58
L2,L2-CW->CC-32,CW->CC,El Parque,9.614,953.0
L2,L2-CW->CC-32,CW->CC,Costa Mar,8.339,955.25
L2,L2-CW->CC-32,CW->CC,Alborada,7.442,956.92
L2,L2-CW->CC-32,CW->CC,Diagonal Bio Bio,5.569,959.42
L2,L2-CW->CC-32,CW->CC,Juan Pablo II,3.838,961.83
L2,L2-CW->CC-32,CW->CC,CONCEPCIÓN,0.0,967.58
L2,L2-CW->CC-33,CW->CC,CORONEL,28.4,960.0
L2,L2-CW->CC-33,CW->CC,Laguna Quiñenco,26.302,962.42
L2,L2-CW->CC-33,CW->CC,Cristo Redentor,24.203,964.83
L2,L2-CW->CC-33,CW->CC,Huinca,22.524,966.83
L2,L2-CW->CC-33,CW->CC,Los Canelos,21.125,968.5
L2,L2-CW->CC-33,CW->CC,Hito Galvarino,18.048,972.17
L2,L2-CW->CC-33,CW->CC,Card. Raúl Silva Henriquez,13.151,978.0
L2,L2-CW->CC-33,CW->CC,LOMAS COLORADAS,10.983,980.58
L2,L2-CW->CC-33,CW->CC,El Parque,9.614,983.0
L2,L2-CW->CC-33,CW->CC,Costa Mar,8.339,985.25
L2,L2-CW->CC-33,CW->CC,Alborada,7.442,986.92
L2,L2-CW->CC-33,CW->CC,Diagonal Bio Bio,5.569,989.42
L2,L2-CW->CC-33,CW->CC,Juan Pablo II,3.838,991.83
L2,L2-CW->CC-33,CW->CC,CONCEPCIÓN,0.0,997.58
L2,L2-CW->CC-34,CW->CC,CORONEL,28.4,975.0
L2,L2-CW->CC-34,CW->CC,Laguna Quiñenco,26.302,977.42
L2,L2-CW->CC-34,CW->CC,Cristo Redentor,24.203,979.83
L2,L2-CW->CC-34,CW->CC,Huinca,22.524,981.83
L2,L2-CW->CC-34,CW->CC,Los Canelos,21.125,983.5
L2,L2-CW->CC-34,CW->CC,Hito Galvarino,18.048,987.17
L2,L2-CW->CC-34,CW->CC,Card. Raúl Silva Henriquez,13.151,993.0
L2,L2-CW->CC-34,CW->CC,LOMAS COLORADAS,10.983,995.58
L2,L2-CW->CC-34,CW->CC,El Parque,9.614,998.0
L2,L2-CW->CC-34,CW->CC,Costa Mar,8.339,1000.25
L2,L2-CW->CC-34,CW->CC,Alborada,7.442,1001.92
L2,L2-CW->CC-34,CW->CC,Diagonal Bio Bio,5.569,1004.42
L2,L2-CW->CC-34,CW->CC,Juan Pablo II,3.838,1006.83
L2,L2-CW->CC-34,CW->CC,CONCEPCIÓN,0.0,1012.58
L2,L2-CW->CC-35,CW->CC,CORONEL,28.4,990.0
L2,L2-CW->CC-35,CW->CC,Laguna Quiñenco,26.302,992.42
L2,L2-CW->CC-35,CW->CC,Cristo Redentor,24.203,994.83
L2,L2-CW->CC-35,CW->CC,Huinca,22.524,996.83
L2,L2-CW->CC-35,CW->CC,Los Canelos,21.125,998.5
L2,L2-CW->CC-35,CW->CC,Hito Galvarino,18.048,1002.17
L2,L2-CW->CC-35,CW->CC,Card. Raúl Silva Henriquez,13.151,1008.0
L2,L2-CW->CC-35,CW->CC,LOMAS COLORADAS,10.983,1010.58
L2,L2-CW->CC-35,CW->CC,El Parque,9.614,1013.0
L2,L2-CW->CC-35,CW->CC,Costa Mar,8.339,1015.25
L2,L2-CW->CC-35,CW->CC,Alborada,7.442,1016.92
L2,L2-CW->CC-35,CW->CC,Diagonal Bio Bio,5.569,1019.42
L2,L2-CW->CC-35,CW->CC,Juan Pablo II,3.838,1021.83
L2,L2-CW->CC-35,CW->CC,CONCEPCIÓN,0.0,1027.58
L2,L2-CW->CC-36,CW->CC,CORONEL,28.4,1005.0
L2,L2-CW->CC-36,CW->CC,Laguna Quiñenco,26.302,1007.42
L2,L2-CW->CC-36,CW->CC,Cristo Redentor,24.203,1009.83
L2,L2-CW->CC-36,CW->CC,Huinca,22.524,1011.83
L2,L2-CW->CC-36,CW->CC,Los Canelos,21.125,1013.5
L2,L2-CW->CC-36,CW->CC,Hito Galvarino,18.048,1017.17
L2,L2-CW->CC-36,CW->CC,Card. Raúl Silva Henriquez,13.151,1023.0
L2,L2-CW->CC-36,CW->CC,LOMAS COLORADAS,10.983,1025.58
L2,L2-CW->CC-36,CW->CC,El Parque,9.614,1028.0
L2,L2-CW->CC-36,CW->CC,Costa Mar,8.339,1030.25
L2,L2-CW->CC-36,CW->CC,Alborada,7.442,1031.92
L2,L2-CW->CC-36,CW->CC,Diagonal Bio Bio,5.569,1034.42
L2,L2-CW->CC-36,CW->CC,Juan Pablo II,3.838,1036.83
L2,L2-CW->CC-36,CW->CC,CONCEPCIÓN,0.0,1042.58
L2,L2-CW->CC-37,CW->CC,CORONEL,28.4,1020.0
L2,L2-CW->CC-37,CW->CC,Laguna Quiñenco,26.302,1022.42
L2,L2-CW->CC-37,CW->CC,Cristo Redentor,24.203,1024.83
L2,L2-CW->CC-37,CW->CC,Huinca,22.524,1026.83
L2,L2-CW->CC-37,CW->CC,Los Canelos,21.125,1028.5
L2,L2-CW->CC-37,CW->CC,Hito Galvarino,18.048,1032.17
L2,L2-CW->CC-37,CW->CC,Card. Raúl Silva Henriquez,13.151,1038.0
L2,L2-CW->CC-37,CW->CC,LOMAS COLORADAS,10.983,1040.58
L2,L2-CW->CC-37,CW->CC,El Parque,9.614,1043.0
L2,L2-CW->CC-37,CW->CC,Costa Mar,8.339,1045.25
L2,L2-CW->CC-37,CW->CC,Alborada,7.442,1046.92
L2,L2-CW->CC-37,CW->CC,Diagonal Bio Bio,5.569,1049.42
L2,L2-CW->CC-37,CW->CC,Juan Pablo II,3.838,1051.83
L2,L2-CW->CC-37,CW->CC,CONCEPCIÓN,0.0,1057.58
L2,L2-CW->CC-38,CW->CC,CORONEL,28.4,1035.0
L2,L2-CW->CC-38,CW->CC,Laguna Quiñenco,26.302,1037.42
L2,L2-CW->CC-38,CW->CC,Cristo Redentor,24.203,1039.83
L2,L2-CW->CC-38,CW->CC,Huinca,22.524,1041.83
L2,L2-CW->CC-38,CW->CC,Los Canelos,21.125,1043.5
L2,L2-CW->CC-38,CW->CC,Hito Galvarino,18.048,1047.17
L2,L2-CW->CC-38,CW->CC,Card. Raúl Silva Henriquez,13.151,1053.0
L2,L2-CW->CC-38,CW->CC,LOMAS COLORADAS,10.983,1055.58
L2,L2-CW->CC-38,CW->CC,El Parque,9.614,1058.0
L2,L2-CW->CC-38,CW->CC,Costa Mar,8.339,1060.25
L2,L2-CW->CC-38,CW->CC,Alborada,7.442,1061.92
L2,L2-CW->CC-38,CW->CC,Diagonal Bio Bio,5.569,1064.42
L2,L2-CW->CC-38,CW->CC,Juan Pablo II,3.838,1066.83
L2,L2-CW->CC-38,CW->CC,CONCEPCIÓN,0.0,1072.58
L2,L2-CW->CC-39,CW->CC,CORONEL,28.4,1050.0
L2,L2-CW->CC-39,CW->CC,Laguna Quiñenco,26.302,1052.42
L2,L2-CW->CC-39,CW->CC,Cristo Redentor,24.203,1054.83
L2,L2-CW->CC-39,CW->CC,Huinca,22.524,1056.83
L2,L2-CW->CC-39,CW->CC,Los Canelos,21.125,1058.5
L2,L2-CW->CC-39,CW->CC,Hito Galvarino,18.048,1062.17
L2,L2-CW->CC-39,CW->CC,Card. Raúl Silva Henriquez,13.151,1068.0
L2,L2-CW->CC-39,CW->CC,LOMAS COLORADAS,10.983,1070.58
L2,L2-CW->CC-39,CW->CC,El Parque,9.614,1073.0
L2,L2-CW->CC-39,CW->CC,Costa Mar,8.339,1075.25
L2,L2-CW->CC-39,CW->CC,Alborada,7.442,1076.92
L2,L2-CW->CC-39,CW->CC,Diagonal Bio Bio,5.569,1079.42
L2,L2-CW->CC-39,CW->CC,Juan Pablo II,3.838,1081.83
L2,L2-CW->CC-39,CW->CC,CONCEPCIÓN,0.0,1087.58
L2,L2-CW->CC-40,CW->CC,CORONEL,28.4,1065.0
L2,L2-CW->CC-40,CW->CC,Laguna Quiñenco,26.302,1067.42
L2,L2-CW->CC-40,CW->CC,Cristo Redentor,24.203,1069.83
L2,L2-CW->CC-40,CW->CC,Huinca,22.524,1071.83
L2,L2-CW->CC-40,CW->CC,Los Canelos,21.125,1073.5
L2,L2-CW->CC-40,CW->CC,Hito Galvarino,18.048,1077.17
L2,L2-CW->CC-40,CW->CC,Card. Raúl Silva Henriquez,13.151,1083.0
L2,L2-CW->CC-40,CW->CC,LOMAS COLORADAS,10.983,1085.58
L2,L2-CW->CC-40,CW->CC,El Parque,9.614,1088.0
L2,L2-CW->CC-40,CW->CC,Costa Mar,8.339,1090.25
L2,L2-CW->CC-40,CW->CC,Alborada,7.442,1091.92
L2,L2-CW->CC-40,CW->CC,Diagonal Bio Bio,5.569,1094.42
L2,L2-CW->CC-40,CW->CC,Juan Pablo II,3.838,1096.83
L2,L2-CW->CC-40,CW->CC,CONCEPCIÓN,0.0,1102.58
L2,L2-CW->CC-41,CW->CC,CORONEL,28.4,1080.0
L2,L2-CW->CC-41,CW->CC,Laguna Quiñenco,26.302,1082.42
L2,L2-CW->CC-41,CW->CC,Cristo Redentor,24.203,1084.83
L2,L2-CW->CC-41,CW->CC,Huinca,22.524,1086.83
L2,L2-CW->CC-41,CW->CC,Los Canelos,21.125,1088.5
L2,L2-CW->CC-41,CW->CC,Hito Galvarino,18.048,1092.17
L2,L2-CW->CC-41,CW->CC,Card. Raúl Silva Henriquez,13.151,1098.0
L2,L2-CW->CC-41,CW->CC,LOMAS COLORADAS,10.983,1100.58
L2,L2-CW->CC-41,CW->CC,El Parque,9.614,1103.0
L2,L2-CW->CC-41,CW->CC,Costa Mar,8.339,1105.25
L2,L2-CW->CC-41,CW->CC,Alborada,7.442,1106.92
L2,L2-CW->CC-41,CW->CC,Diagonal Bio Bio,5.569,1109.42
L2,L2-CW->CC-41,CW->CC,Juan Pablo II,3.838,1111.83
L2,L2-CW->CC-41,CW->CC,CONCEPCIÓN,0.0,1117.58
L2,L2-CW->CC-42,CW->CC,CORONEL,28.4,1095.0
L2,L2-CW->CC-42,CW->CC,Laguna Quiñenco,26.302,1097.42
L2,L2-CW->CC-42,CW->CC,Cristo Redentor,24.203,1099.83
L2,L2-CW->CC-42,CW->CC,Huinca,22.524,1101.83
L2,L2-CW->CC-42,CW->CC,Los Canelos,21.125,1103.5
L2,L2-CW->CC-42,CW->CC,Hito Galvarino,18.048,1107.17
L2,L2-CW->CC-42,CW->CC,Card. Raúl Silva Henriquez,13.151,1113.0
L2,L2-CW->CC-42,CW->CC,LOMAS COLORADAS,10.983,1115.58
L2,L2-CW->CC-42,CW->CC,El Parque,9.614,1118.0
L2,L2-CW->CC-42,CW->CC,Costa Mar,8.339,1120.25
L2,L2-CW->CC-42,CW->CC,Alborada,7.442,1121.92
L2,L2-CW->CC-42,CW->CC,Diagonal Bio Bio,5.569,1124.42
L2,L2-CW->CC-42,CW->CC,Juan Pablo II,3.838,1126.83
L2,L2-CW->CC-42,CW->CC,CONCEPCIÓN,0.0,1132.58
L2,L2-CW->CC-43,CW->CC,CORONEL,28.4,1110.0
L2,L2-CW->CC-43,CW->CC,Laguna Quiñenco,26.302,1112.42
L2,L2-CW->CC-43,CW->CC,Cristo Redentor,24.203,1114.83
L2,L2-CW->CC-43,CW->CC,Huinca,22.524,1116.83
L2,L2-CW->CC-43,CW->CC,Los Canelos,21.125,1118.5
L2,L2-CW->CC-43,CW->CC,Hito Galvarino,18.048,1122.17
L2,L2-CW->CC-43,CW->CC,Card. Raúl Silva Henriquez,13.151,1128.0
L2,L2-CW->CC-43,CW->CC,LOMAS COLORADAS,10.983,1130.58
L2,L2-CW->CC-43,CW->CC,El Parque,9.614,1133.0
L2,L2-CW->CC-43,CW->CC,Costa Mar,8.339,1135.25
L2,L2-CW->CC-43,CW->CC,Alborada,7.442,1136.92
L2,L2-CW->CC-43,CW->CC,Diagonal Bio Bio,5.569,1139.42
L2,L2-CW->CC-43,CW->CC,Juan Pablo II,3.838,1141.83
L2,L2-CW->CC-43,CW->CC,CONCEPCIÓN,0.0,1147.58
L2,L2-CW->CC-44,CW->CC,CORONEL,28.4,1125.0
